N_Processo;Tipo_Movimentação;Data;Objeto;Tempo;Censura
1,01832E+19;Conclusão-Remessa;07/03/2018;Causas Supervenientes à Sentença;35;0
1,01832E+19;Conclusão-Incompetência;11/04/2018;Causas Supervenientes à Sentença;1;0
1,01832E+19;Conclusão-Redistribuição;17/04/2018;Causas Supervenientes à Sentença;45;0
1,01832E+19;Conclusão-Petição;06/02/2019;Causas Supervenientes à Sentença;133;0
1,01832E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,01038E+19;Conclusão-Remessa;06/06/2018;Energia Elétrica;1;0
1,01038E+19;Conclusão-Petição;04/07/2018;Energia Elétrica;1;0
1,01038E+19;Conclusão-Mero expediente;06/07/2018;Energia Elétrica;4;0
1,01038E+19;Conclusão-Redistribuição;30/10/2018;Energia Elétrica;1;0
1,01038E+19;Conclusão-Redistribuição;27/05/2019;Energia Elétrica;189;1
1,01487E+19;Conclusão-Recebimento;30/07/2018;Outros;59;0
1,01487E+19;Conclusão-Ato ordinatorio;27/09/2018;Outros;5;0
1,01487E+19;Conclusão-Petição;08/01/2019;Outros;17;0
1,01487E+19;Decurso de Prazo;14/08/2019;Outros;110;1
1,01491E+19;Conclusão-Remessa;06/08/2018;Sustação/Alteração de Leilão;1;0
1,01491E+19;Conclusão-Juntada;27/05/2019;Sustação/Alteração de Leilão;96;0
1,01491E+19;Decurso de Prazo;04/10/2019;Sustação/Alteração de Leilão;59;1
1,01324E+19;Conclusão-Documento;09/07/2018;Outros;1;0
1,01324E+19;Conclusão-Petição;06/08/2018;Outros;1;0
1,01324E+19;Conclusão-Petição;30/08/2018;Outros;5;0
1,01324E+19;Conclusão-Petição;24/09/2018;Outros;15;0
1,01324E+19;Conclusão-Remessa;19/08/2019;Outros;17;0
1,01324E+19;Decurso de Prazo;11/10/2019;Outros;52;1
1,01491E+19;Conclusão-Remessa;15/08/2018;Indenização por Dano Moral;100;0
1,01491E+19;Conclusão-Decurso de Prazo;17/10/2019;Indenização por Dano Moral;6;0
1,0211E+19;Conclusão-Remessa;08/10/2018;Outros;2;0
1,0211E+19;Conclusão-Documento;12/12/2018;Outros;2;0
1,0211E+19;Conclusão-Decurso de Prazo;27/05/2019;Outros;96;0
1,0211E+19;Decurso de Prazo;08/10/2019;Outros;55;1
1,02753E+19;Conclusão-Remessa;13/12/2018;Outros;1;0
1,02753E+19;Conclusão-Juntada;27/05/2019;Outros;154;0
1,02753E+19;Segurança;28/10/2019;Outros;35;1
1,02548E+19;Conclusão-Remessa;28/11/2018;PIS;1;0
1,02548E+19;Conclusão-Petição;10/12/2018;PIS;3;0
1,02548E+19;Conclusão-Juntada;27/05/2019;PIS;102;0
1,02548E+19;Decurso de Prazo;04/10/2019;PIS;59;1
1,02861E+19;Conclusão-Remessa;07/01/2019;Contratos Bancários;116;0
1,02861E+19;Decurso de Prazo;24/08/2019;Contratos Bancários;100;1
1,01004E+19;Conclusão-Remessa;20/10/2017;Causas Supervenientes à Sentença;182;0
1,01004E+19;Conclusão-Redistribuição;24/04/2018;Causas Supervenientes à Sentença;204;0
1,01004E+19;Conclusão-Redistribuição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,02862E+19;Conclusão-Remessa;14/01/2019;PIS;53;0
1,02862E+19;Petição;31/07/2019;PIS;124;1
1,02781E+19;Conclusão-Remessa;17/12/2018;Anulação;1;0
1,02781E+19;Conclusão-Expedição de documento;17/05/2019;Anulação;3;0
1,02781E+19;Petição;11/10/2019;Anulação;52;1
1,02752E+19;Conclusão-Remessa;13/12/2018;Classificação e/ou Preterição;1;0
1,02752E+19;Conclusão-Juntada;27/05/2019;Classificação e/ou Preterição;21;0
1,02752E+19;Decurso de Prazo;23/08/2019;Classificação e/ou Preterição;101;1
1,00264E+19;Conclusão-Remessa;20/04/2018;Causas Supervenientes à Sentença;5;0
1,00264E+19;Conclusão-Redistribuição;26/04/2018;Causas Supervenientes à Sentença;202;0
1,00264E+19;Conclusão-Redistribuição;29/10/2019;Causas Supervenientes à Sentença;34;1
1,01059E+19;Conclusão-Remessa;06/06/2018;Outros;5;0
1,01059E+19;Conclusão-Decurso de Prazo;12/12/2018;Outros;2;0
1,01059E+19;Conclusão-Juntada;27/05/2019;Outros;112;0
1,01059E+19;Decurso de Prazo;06/10/2019;Outros;57;1
1,01746E+19;Conclusão-Remessa;28/08/2018;Outros;3;0
1,01746E+19;Conclusão-Documento;02/10/2018;Outros;1;0
1,01746E+19;Conclusão-Petição;24/10/2018;Outros;1;0
1,01746E+19;Conclusão-Petição;07/11/2018;Outros;2;0
1,01746E+19;Conclusão-Petição;10/12/2018;Outros;2;0
1,01746E+19;Conclusão-Ato ordinatorio;08/01/2019;Outros;1;0
1,01746E+19;Conclusão-Petição;28/03/2019;Outros;1;0
1,01746E+19;Conclusão-Documento;09/10/2019;Outros;7;0
1,01746E+19;Petição;25/10/2019;Outros;38;1
1,01378E+19;Conclusão-Remessa;16/10/2017;Multas e demais Sanções;3;0
1,01378E+19;Conclusão-Petição;26/10/2017;Multas e demais Sanções;1;0
1,01378E+19;Conclusão-Petição;27/05/2019;Multas e demais Sanções;189;1
1,02836E+19;Conclusão-Remessa;18/12/2018;Outros;1;0
1,02836E+19;Conclusão-Petição;07/02/2019;Outros;4;0
1,02836E+19;Conclusão-Juntada;02/08/2019;Outros;47;0
1,02836E+19;Decurso de Prazo;22/10/2019;Outros;41;1
1,01747E+19;Conclusão-Documento;28/08/2018;Outros;1;0
1,01747E+19;Conclusão-Redistribuição;29/08/2018;Outros;6;0
1,01747E+19;Conclusão-Petição;05/09/2018;Outros;7;0
1,01747E+19;Conclusão-Petição;25/09/2018;Outros;1;0
1,01747E+19;Conclusão-Decurso de Prazo;09/11/2018;Outros;16;0
1,01747E+19;Conclusão-Petição;03/12/2018;Outros;3;0
1,01747E+19;Conclusão-Expedição de documento;06/02/2019;Outros;2;0
1,01747E+19;Conclusão-Petição;20/02/2019;Outros;9;0
1,01747E+19;Conclusão-Petição;12/03/2019;Outros;2;0
1,01747E+19;Conclusão-Petição;30/04/2019;Outros;17;0
1,01747E+19;Conclusão-Petição;11/06/2019;Outros;12;0
1,01747E+19;Documento;25/10/2019;Outros;38;1
1,02834E+19;Conclusão-Remessa;18/12/2018;Outros;1;0
1,02834E+19;Conclusão-Documento;21/03/2019;Outros;4;0
1,02866E+19;Conclusão-Remessa;14/01/2019;Contratos Bancários;109;0
1,02866E+19;Petição;16/10/2019;Contratos Bancários;47;1
1,02749E+19;Conclusão-Remessa;13/12/2018;Inscrição / Documentação;1;0
1,02749E+19;Conclusão-Decurso de Prazo;27/05/2019;Inscrição / Documentação;9;0
1,02749E+19;Decurso de Prazo;07/09/2019;Inscrição / Documentação;86;1
1,02755E+19;Conclusão-Remessa;13/12/2018;Inscrição / Documentação;1;0
1,02755E+19;Conclusão-Decurso de Prazo;27/05/2019;Inscrição / Documentação;9;0
1,02755E+19;Decurso de Prazo;07/09/2019;Inscrição / Documentação;86;1
1,02468E+19;Conclusão-Recebimento;19/11/2018;Outros;1;0
1,02468E+19;Conclusão-Petição;17/12/2018;Outros;1;0
1,02468E+19;Conclusão-Petição;06/05/2019;Outros;1;0
1,02468E+19;Conclusão-Decurso de Prazo;10/09/2019;Outros;1;0
1,02468E+19;Decurso de Prazo;15/10/2019;Outros;48;1
1,01383E+19;Conclusão-Remessa;18/10/2017;Multas e demais Sanções;5;0
1,01383E+19;Conclusão-Petição;08/02/2018;Multas e demais Sanções;60;0
1,01383E+19;Conclusão-Petição;04/10/2018;Multas e demais Sanções;21;0
1,01383E+19;Conclusão-Petição;13/12/2018;Multas e demais Sanções;4;0
1,01383E+19;Petição;08/10/2019;Multas e demais Sanções;55;1
1,02779E+19;Conclusão-Remessa;14/12/2018;Financiamento Público da Educação e/ou Pesquisa;3;0
1,02779E+19;Conclusão-Mero expediente;19/03/2019;Financiamento Público da Educação e/ou Pesquisa;1;0
1,02779E+19;Conclusão-Conclusão;20/03/2019;Financiamento Público da Educação e/ou Pesquisa;1;0
1,02779E+19;Conclusão-Decurso de Prazo;27/05/2019;Financiamento Público da Educação e/ou Pesquisa;27;0
1,02746E+19;Conclusão-Remessa;13/12/2018;Outros;1;0
1,02746E+19;Conclusão-Redistribuição;14/12/2018;Outros;3;0
1,02746E+19;Conclusão-Redistribuição;02/08/2019;Outros;122;1
1,02027E+19;Conclusão-Remessa;01/10/2018;Outros;2;0
1,02027E+19;Conclusão-Petição;24/10/2018;Outros;2;0
1,02027E+19;Conclusão-Petição;03/12/2018;Outros;2;0
1,02027E+19;Conclusão-Petição;19/12/2018;Outros;35;0
1,02027E+19;Conclusão-Petição;15/05/2019;Outros;1;0
1,02027E+19;Conclusão-Outros;08/07/2019;Outros;7;0
1,02027E+19;Conclusão-Mero expediente;05/08/2019;Outros;2;0
1,02027E+19;Conclusão-Petição;12/08/2019;Outros;9;0
1,02027E+19;Conclusão-Petição;06/09/2019;Outros;2;0
1,02027E+19;Petição;16/10/2019;Outros;47;1
1,02872E+19;Conclusão-Remessa;19/12/2018;Inscrição / Documentação;22;0
1,02872E+19;Conclusão-Juntada;27/05/2019;Inscrição / Documentação;10;0
1,02872E+19;Conclusão-Petição;08/10/2019;Inscrição / Documentação;8;0
1,00937E+19;Conclusão-Remessa;03/09/2018;Indenização por Dano Moral;50;0
1,00937E+19;Petição;12/08/2019;Indenização por Dano Moral;112;1
1,02872E+19;Conclusão-Remessa;19/12/2018;Outros;2;0
1,02872E+19;Conclusão-Documento;25/04/2019;Outros;8;0
1,02872E+19;Petição;29/08/2019;Outros;95;1
1,02427E+19;Conclusão-Remessa;14/11/2018;Inquérito / Processo / Recurso Administrativo;2;0
1,02427E+19;Conclusão-Decurso de Prazo;27/05/2019;Inquérito / Processo / Recurso Administrativo;63;0
1,02427E+19;Decurso de Prazo;31/08/2019;Inquérito / Processo / Recurso Administrativo;93;1
1,01885E+19;Conclusão-Documento;21/09/2018;Energia Elétrica;4;0
1,01885E+19;Conclusão-Redistribuição;25/09/2018;Energia Elétrica;36;0
1,01885E+19;Conclusão-Redistribuição;13/08/2019;Energia Elétrica;111;1
1,00459E+19;Conclusão-Mudança de Classe Processual;07/03/2018;Contratos Bancários;72;0
1,00459E+19;Conclusão-Petição;16/05/2019;Contratos Bancários;74;0
1,00459E+19;Conclusão-Juntada;29/07/2019;Contratos Bancários;126;0
1,00459E+19;Ato ordinatorio;29/07/2019;Contratos Bancários;126;1
1,00349E+19;Conclusão-Recebimento;28/02/2018;Contratos Bancários;42;0
1,00349E+19;Conclusão-Petição;22/04/2019;Contratos Bancários;65;0
1,00349E+19;Decurso de Prazo;10/08/2019;Contratos Bancários;114;1
1,01851E+19;Conclusão-Remessa;19/12/2017;Contratos Bancários;22;0
1,01851E+19;Conclusão-Petição;22/04/2019;Contratos Bancários;65;0
1,01851E+19;Decurso de Prazo;10/08/2019;Contratos Bancários;114;1
1,01823E+19;Conclusão-Remessa;19/12/2017;Contratos Bancários;22;0
1,01823E+19;Conclusão-Decurso de Prazo;22/04/2019;Contratos Bancários;65;0
1,01823E+19;Decurso de Prazo;10/08/2019;Contratos Bancários;114;1
1,00398E+19;Conclusão-Remessa;28/02/2018;Outros;42;0
1,00398E+19;Conclusão-Petição;22/04/2019;Outros;65;0
1,00398E+19;Decurso de Prazo;10/08/2019;Outros;114;1
1,00131E+19;Conclusão-Remessa;31/01/2018;Contratos Bancários;78;0
1,00131E+19;Conclusão-Decurso de Prazo;22/04/2019;Contratos Bancários;65;0
1,00131E+19;Decurso de Prazo;10/08/2019;Contratos Bancários;114;1
1,01096E+19;Conclusão-Remessa;08/06/2018;Classificação e/ou Preterição;7;0
1,01096E+19;Conclusão-Petição;24/10/2018;Classificação e/ou Preterição;1;0
1,01096E+19;Conclusão-Juntada;27/05/2019;Classificação e/ou Preterição;92;0
1,01096E+19;Decurso de Prazo;19/10/2019;Classificação e/ou Preterição;44;1
1,00256E+19;Conclusão-Remessa;20/04/2018;Causas Supervenientes à Sentença;5;0
1,00256E+19;Conclusão-Redistribuição;26/04/2018;Causas Supervenientes à Sentença;118;0
1,00256E+19;Conclusão-Decurso de Prazo;03/10/2018;Causas Supervenientes à Sentença;42;0
1,00256E+19;Conclusão-Petição;10/04/2019;Causas Supervenientes à Sentença;68;0
1,00256E+19;Conclusão-Petição;29/10/2019;Causas Supervenientes à Sentença;1;0
1,00256E+19;Mero expediente;30/10/2019;Causas Supervenientes à Sentença;33;1
1,02839E+19;Conclusão-Remessa;18/12/2018;Fundo de Participação dos Municípios;1;0
1,02839E+19;Conclusão-Remessa;16/10/2019;Fundo de Participação dos Municípios;47;1
1,02806E+19;Conclusão-Remessa;18/12/2018;Gratificação de Incentivo;1;0
1,02806E+19;Conclusão-Petição;08/01/2019;Gratificação de Incentivo;10;0
1,02806E+19;Conclusão-Petição;15/10/2019;Gratificação de Incentivo;48;1
1,02819E+19;Conclusão-Remessa;18/12/2018;1/3 de férias;1;0
1,02819E+19;Conclusão-Petição;18/01/2019;1/3 de férias;7;0
1,02819E+19;Conclusão-Petição;27/05/2019;1/3 de férias;189;1
1,01037E+19;Conclusão-Remessa;20/10/2017;Causas Supervenientes à Sentença;182;0
1,01037E+19;Conclusão-Documento;24/04/2018;Causas Supervenientes à Sentença;204;0
1,01037E+19;Conclusão-Petição;14/02/2019;Causas Supervenientes à Sentença;1;0
1,01037E+19;Conclusão-Juntada;26/08/2019;Causas Supervenientes à Sentença;3;0
1,01037E+19;Conclusão-Conclusão;29/08/2019;Causas Supervenientes à Sentença;4;0
1,01037E+19;Petição;23/09/2019;Causas Supervenientes à Sentença;70;1
1,02259E+19;Conclusão-Remessa;25/10/2018;Inscrição / Documentação;29;0
1,02259E+19;Conclusão-Remessa;27/05/2019;Inscrição / Documentação;189;1
1,02876E+19;Conclusão-Remessa;19/12/2018;Outros;1;0
1,02876E+19;Conclusão-Decurso de Prazo;07/02/2019;Outros;4;0
1,02876E+19;Decurso de Prazo;20/06/2019;Outros;165;1
1,02875E+19;Conclusão-Remessa;10/01/2019;Atualização de Conta;42;0
1,02875E+19;Decurso de Prazo;25/08/2019;Atualização de Conta;99;1
1,02879E+19;Conclusão-Remessa;19/12/2018;IRPF/Imposto de Renda de Pessoa Física;22;0
1,02879E+19;Conclusão-Juntada;27/05/2019;IRPF/Imposto de Renda de Pessoa Física;22;0
1,02879E+19;Petição;18/06/2019;IRPF/Imposto de Renda de Pessoa Física;167;1
1,02879E+19;Conclusão-Remessa;19/12/2018;Contribuições Previdenciárias;2;0
1,02879E+19;Conclusão-Decurso de Prazo;02/04/2019;Contribuições Previdenciárias;1;0
1,02879E+19;Conclusão-Petição;27/05/2019;Contribuições Previdenciárias;113;0
1,02879E+19;Expedição de documento;16/10/2019;Contribuições Previdenciárias;47;1
1,0288E+19;Conclusão-Recebimento;07/01/2019;Outros;116;0
1,0288E+19;Decurso de Prazo;23/08/2019;Outros;101;1
1,02879E+19;Conclusão-Remessa;10/01/2019;Outros;113;0
1,02879E+19;Petição;01/10/2019;Outros;62;1
1,02837E+19;Conclusão-Remessa;19/12/2018;IRPF/Imposto de Renda de Pessoa Física;23;0
1,02837E+19;Conclusão-Petição;07/02/2019;IRPF/Imposto de Renda de Pessoa Física;8;0
1,02837E+19;Conclusão-Petição;12/06/2019;IRPF/Imposto de Renda de Pessoa Física;2;0
1,02837E+19;Decurso de Prazo;01/08/2019;IRPF/Imposto de Renda de Pessoa Física;123;1
1,02738E+19;Conclusão-Remessa;13/12/2018;Inscrição / Documentação;1;0
1,02738E+19;Conclusão-Decurso de Prazo;16/05/2019;Inscrição / Documentação;29;0
1,02738E+19;Decurso de Prazo;29/08/2019;Inscrição / Documentação;95;1
1,02789E+19;Conclusão-Remessa;14/12/2018;Inscrição / Documentação;5;0
1,02789E+19;Conclusão-Juntada;27/05/2019;Inscrição / Documentação;45;0
1,02789E+19;Decurso de Prazo;22/10/2019;Inscrição / Documentação;41;1
1,00789E+19;Conclusão-Remessa;24/07/2017;Alienação Fiduciária;1;0
1,00789E+19;Conclusão-Petição;16/10/2017;Alienação Fiduciária;3;0
1,00789E+19;Conclusão-Remessa;24/09/2018;Alienação Fiduciária;11;0
1,00789E+19;Conclusão-Petição;06/05/2019;Alienação Fiduciária;42;0
1,00789E+19;Petição;14/08/2019;Alienação Fiduciária;110;1
1,02456E+19;Conclusão-Remessa;19/11/2018;Outros;1;0
1,02456E+19;Conclusão-Petição;12/12/2018;Outros;1;0
1,02456E+19;Petição;17/07/2019;Outros;138;1
1,02881E+19;Conclusão-Remessa;07/01/2019;Outros;46;0
1,02881E+19;Petição;15/08/2019;Outros;109;1
1,02789E+19;Conclusão-Remessa;14/12/2018;Inscrição / Documentação;5;0
1,02789E+19;Conclusão-Juntada;16/05/2019;Inscrição / Documentação;19;0
1,02789E+19;Decurso de Prazo;29/08/2019;Inscrição / Documentação;95;1
1,02661E+19;Conclusão-Remessa;12/12/2018;Anulação;1;0
1,02661E+19;Conclusão-Documento;13/12/2018;Anulação;1;0
1,02661E+19;Decurso de Prazo;25/08/2019;Anulação;99;1
1,0281E+19;Conclusão-Remessa;17/12/2018;Inscrição / Documentação;2;0
1,0281E+19;Conclusão-Decurso de Prazo;27/05/2019;Inscrição / Documentação;46;0
1,0281E+19;Decurso de Prazo;22/10/2019;Inscrição / Documentação;41;1
1,02754E+19;Conclusão-Remessa;13/12/2018;Inscrição / Documentação;1;0
1,02754E+19;Conclusão-Juntada;27/05/2019;Inscrição / Documentação;18;0
1,02754E+19;Decurso de Prazo;22/10/2019;Inscrição / Documentação;41;1
1,02535E+19;Conclusão-Remessa;26/11/2018;Outros;3;0
1,02535E+19;Conclusão-Petição;10/12/2018;Outros;4;0
1,02535E+19;Conclusão-Petição;02/05/2019;Outros;19;0
1,02535E+19;Conclusão-Petição;13/08/2019;Outros;2;0
1,02783E+19;Conclusão-Remessa;17/12/2018;Outros;2;0
1,02783E+19;Conclusão-Decurso de Prazo;08/04/2019;Outros;67;0
1,02783E+19;Decurso de Prazo;23/08/2019;Outros;101;1
1,02763E+19;Conclusão-Remessa;17/12/2018;Anulação;2;0
1,02763E+19;Conclusão-Decurso de Prazo;13/03/2019;Anulação;163;0
1,02763E+19;Conclusão-Conclusão;23/08/2019;Anulação;5;0
1,02763E+19;Petição;18/09/2019;Anulação;75;1
1,01788E+19;Conclusão-Remessa;03/09/2018;1/3 de férias;1;0
1,01788E+19;Conclusão-Decurso de Prazo;08/10/2018;1/3 de férias;70;0
1,01788E+19;Conclusão-Juntada;27/05/2019;1/3 de férias;8;0
1,01788E+19;Decurso de Prazo;17/09/2019;1/3 de férias;76;1
1,02551E+19;Conclusão-Remessa;28/11/2018;Outros;1;0
1,02551E+19;Conclusão-Petição;10/12/2018;Outros;1;0
1,02551E+19;Decurso de Prazo;23/06/2019;Outros;162;1
1,02776E+19;Conclusão-Remessa;14/12/2018;Outros;3;0
1,02776E+19;Conclusão-Juntada;08/04/2019;Outros;67;0
1,02776E+19;Decurso de Prazo;23/08/2019;Outros;101;1
1,02803E+19;Conclusão-Remessa;17/12/2018;Outros;2;0
1,02803E+19;Conclusão-Juntada;08/04/2019;Outros;57;0
1,02803E+19;Conclusão-Juntada;15/10/2019;Outros;48;1
1,02519E+19;Conclusão-Remessa;23/11/2018;ICMS/ Imposto sobre Circulação de Mercadorias;6;0
1,02519E+19;Conclusão-Petição;10/12/2018;ICMS/ Imposto sobre Circulação de Mercadorias;7;0
1,02519E+19;Conclusão-Petição;27/05/2019;ICMS/ Imposto sobre Circulação de Mercadorias;189;1
1,02745E+19;Conclusão-Remessa;14/12/2018;Outros;3;0
1,02745E+19;Conclusão-Petição;02/04/2019;Outros;1;0
1,02745E+19;Petição;16/08/2019;Outros;108;1
1,0089E+19;Conclusão-Remessa;19/12/2018;Outros;20;0
1,0089E+19;Conclusão-Documento;26/02/2019;Outros;10;0
1,0089E+19;Conclusão-Juntada;27/05/2019;Outros;115;0
1,0089E+19;Decurso de Prazo;25/10/2019;Outros;38;1
1,02345E+19;Conclusão-Recebimento;06/11/2018;Outros;3;0
1,02345E+19;Decurso de Prazo;23/08/2019;Outros;101;1
1,02602E+19;Conclusão-Remessa;03/12/2018;Outros;2;0
1,02602E+19;Conclusão-Petição;19/12/2018;Outros;26;0
1,02602E+19;Petição;30/07/2019;Outros;125;1
1,02354E+19;Conclusão-Remessa;08/11/2018;Contratos Bancários;21;0
1,02354E+19;Conclusão-Decurso de Prazo;23/04/2019;Contratos Bancários;63;0
1,02354E+19;Conclusão-Petição;30/10/2019;Contratos Bancários;33;0
1,02354E+19;Mero expediente;30/10/2019;Contratos Bancários;33;1
1,02892E+19;Conclusão-Remessa;19/12/2018;IRPF/Imposto de Renda de Pessoa Física;22;0
1,02892E+19;Mandado;07/10/2019;IRPF/Imposto de Renda de Pessoa Física;56;1
1,02642E+19;Conclusão-Remessa;10/12/2018;Anulação;2;0
1,02642E+19;Conclusão-Juntada;27/05/2019;Anulação;18;0
1,02642E+19;Conclusão-Petição;08/10/2019;Anulação;16;0
1,02641E+19;Conclusão-Remessa;10/12/2018;Inquérito / Processo / Recurso Administrativo;1;0
1,02641E+19;Conclusão-Petição;01/02/2019;Inquérito / Processo / Recurso Administrativo;11;0
1,02641E+19;Conclusão-Petição;27/05/2019;Inquérito / Processo / Recurso Administrativo;123;0
1,02641E+19;Decurso de Prazo;23/10/2019;Inquérito / Processo / Recurso Administrativo;40;1
1,02598E+19;Conclusão-Remessa;03/12/2018;Anistia Política;1;0
1,02598E+19;Conclusão-Petição;16/05/2019;Anistia Política;19;0
1,02598E+19;Decurso de Prazo;29/08/2019;Anistia Política;95;1
1,02662E+19;Conclusão-Remessa;13/12/2018;Inscrição / Documentação;1;0
1,02662E+19;Conclusão-Juntada;27/05/2019;Inscrição / Documentação;45;0
1,02662E+19;Decurso de Prazo;22/10/2019;Inscrição / Documentação;41;1
1,02662E+19;Conclusão-Remessa;13/12/2018;Inscrição / Documentação;1;0
1,02662E+19;Conclusão-Juntada;27/05/2019;Inscrição / Documentação;11;0
1,02662E+19;Decurso de Prazo;10/08/2019;Inscrição / Documentação;114;1
1,02899E+19;Conclusão-Remessa;10/01/2019;Transporte Terrestre;1;0
1,02899E+19;Petição;05/08/2019;Transporte Terrestre;119;1
1,029E+19;Conclusão-Remessa;15/01/2019;Energia Elétrica;288;0
1,029E+19;Redistribuição;30/10/2019;Energia Elétrica;33;1
1,02902E+19;Conclusão-Remessa;07/01/2019;Multas e demais Sanções;1;0
1,02902E+19;Conclusão-Decurso de Prazo;10/04/2019;Multas e demais Sanções;2;0
1,02902E+19;Conclusão-Petição;06/05/2019;Multas e demais Sanções;71;0
1,02902E+19;Petição;02/08/2019;Multas e demais Sanções;122;1
1,02601E+19;Conclusão-Remessa;04/12/2018;Outros;1;0
1,02601E+19;Conclusão-Decurso de Prazo;07/02/2019;Outros;5;0
1,02601E+19;Conclusão-Decurso de Prazo;02/08/2019;Outros;122;1
1,01676E+19;Conclusão-Remessa;21/08/2018;Energia Elétrica;1;0
1,01676E+19;Conclusão-Redistribuição;22/08/2018;Energia Elétrica;58;0
1,01676E+19;Conclusão-Petição;13/11/2018;Energia Elétrica;6;0
1,01676E+19;Petição;31/07/2019;Energia Elétrica;124;1
1,02483E+19;Conclusão-Remessa;20/11/2018;Convênio;2;0
1,02483E+19;Conclusão-Remessa;23/11/2018;Convênio;10;0
1,02483E+19;Conclusão-Redistribuição;03/12/2018;Convênio;4;0
1,02483E+19;Conclusão-Decurso de Prazo;02/04/2019;Convênio;2;0
1,02483E+19;Conclusão-Decurso de Prazo;22/04/2019;Convênio;15;0
1,02483E+19;Decurso de Prazo;01/07/2019;Convênio;154;1
1,02661E+19;Conclusão-Remessa;10/12/2018;Inscrição / Documentação;3;0
1,02661E+19;Petição;27/08/2019;Inscrição / Documentação;97;1
1,02314E+19;Conclusão-Remessa;30/10/2018;Outros;1;0
1,02314E+19;Conclusão-Petição;13/11/2018;Outros;10;0
1,02314E+19;Conclusão-Juntada;02/08/2019;Outros;54;0
1,02314E+19;Decurso de Prazo;29/10/2019;Outros;34;1
1,02157E+19;Conclusão-Remessa;15/10/2018;Esbulho / Turbação / Ameaça;21;0
1,02157E+19;Petição;24/10/2019;Esbulho / Turbação / Ameaça;39;1
1,02566E+19;Conclusão-Remessa;29/11/2018;Outros;1;0
1,02566E+19;Petição;26/08/2019;Outros;98;1
1,00928E+19;Conclusão-Remessa;08/08/2017;Benefício Assistencial (Art. 203,V CF/88);2;0
1,00928E+19;Conclusão-Remessa;20/12/2018;Benefício Assistencial (Art. 203,V CF/88);49;0
1,00928E+19;Conclusão-Decurso de Prazo;23/04/2019;Benefício Assistencial (Art. 203,V CF/88);1;0
1,00928E+19;Decurso de Prazo;31/08/2019;Benefício Assistencial (Art. 203,V CF/88);93;1
1,00139E+19;Conclusão-Remessa;23/01/2018;Sustação/Alteração de Leilão;1;0
1,00139E+19;Conclusão-Petição;20/12/2018;Sustação/Alteração de Leilão;49;0
1,00139E+19;Conclusão-Petição;02/05/2019;Sustação/Alteração de Leilão;8;0
1,00139E+19;Petição;26/08/2019;Sustação/Alteração de Leilão;98;1
1,00103E+19;Conclusão-Remessa;17/01/2018;Sustação/Alteração de Leilão;2;0
1,00103E+19;Conclusão-Petição;20/12/2018;Sustação/Alteração de Leilão;14;0
1,00103E+19;Conclusão-Documento;02/05/2019;Sustação/Alteração de Leilão;4;0
1,00103E+19;Conclusão-Ato ordinatorio;04/06/2019;Sustação/Alteração de Leilão;146;0
1,00103E+19;Homologação de Transação;28/10/2019;Sustação/Alteração de Leilão;35;1
1,02924E+19;Conclusão-Remessa;14/01/2019;Outros;39;0
1,02924E+19;Petição;02/08/2019;Outros;122;1
1,02925E+19;Conclusão-Recebimento;07/01/2019;Outros;1;0
1,02925E+19;Conclusão-Decurso de Prazo;02/08/2019;Outros;66;0
1,02925E+19;Julgamento em Diligência;07/10/2019;Outros;56;1
1,02938E+19;Conclusão-Remessa;10/01/2019;Inquérito / Processo / Recurso Administrativo;57;0
1,02938E+19;Petição;15/08/2019;Inquérito / Processo / Recurso Administrativo;109;1
1,02283E+19;Conclusão-Recebimento;25/10/2018;Inquérito / Processo / Recurso Administrativo;1;0
1,02283E+19;Conclusão-Petição;05/11/2018;Inquérito / Processo / Recurso Administrativo;2;0
1,02283E+19;Conclusão-Juntada;08/04/2019;Inquérito / Processo / Recurso Administrativo;37;0
1,02283E+19;Decurso de Prazo;29/08/2019;Inquérito / Processo / Recurso Administrativo;95;1
1,01645E+19;Conclusão-Recebimento;22/11/2017;PIS;2;0
1,01645E+19;Conclusão-Juntada;27/05/2019;PIS;15;0
1,01645E+19;Conclusão-Decurso de Prazo;13/09/2019;PIS;3;0
1,01645E+19;Conclusão-Petição;22/10/2019;PIS;1;0
1,01645E+19;Petição;28/10/2019;PIS;35;1
1,02948E+19;Conclusão-Remessa;14/01/2019;Contratos Bancários;39;0
1,02948E+19;Decurso de Prazo;24/08/2019;Contratos Bancários;100;1
1,0261E+19;Conclusão-Remessa;04/12/2018;Outros;8;0
1,0261E+19;Conclusão-Petição;24/01/2019;Outros;6;0
1,0261E+19;Conclusão-Petição;12/06/2019;Outros;2;0
1,0261E+19;Conclusão-Petição;17/09/2019;Outros;6;0
1,0261E+19;Conclusão-Não-Acolhimento de Embargos de Declaração;23/09/2019;Outros;15;0
1,0261E+19;Decurso de Prazo;25/10/2019;Outros;38;1
1,01931E+19;Conclusão-Recebimento;18/09/2018;Energia Elétrica;6;0
1,01931E+19;Conclusão-Mandado;25/09/2018;Energia Elétrica;1;0
1,01931E+19;Conclusão-Petição;22/10/2018;Energia Elétrica;1;0
1,01931E+19;Conclusão-Petição;09/11/2018;Energia Elétrica;10;0
