"","N_Processo","Tipo_Movimentação","Data","Tempo","Censura"
"32121",1.0065031020184e+19,"Conclusão","2019-05-27",189,1
"32125",1.0160293520174e+19,"Conclusão-Mudança de Classe Processual","2017-11-28",0,0
"32133",1.0160293520174e+19,"Conclusão-Remessa","2017-12-05",0,0
"32140",1.0160293520174e+19,"Conclusão-Petição","2018-08-27",2,0
"32145",1.0160293520174e+19,"Conclusão-Remessa","2019-02-21",3,0
"32154",1.0160293520174e+19,"Conclusão-Juntada","2019-08-26",10,0
"32160",1.0160293520174e+19,"Petição","2019-10-30",33,1
"32167",1.0160345720174e+19,"Conclusão-Documento","2017-11-28",0,0
"32174",1.0160345720174e+19,"Conclusão-Remessa","2017-12-05",0,0
"32183",1.0160345720174e+19,"Conclusão-Petição","2018-08-27",1,0
"32200",1.0160345720174e+19,"Conclusão","2019-10-29",34,1
"32206",1.0173024920174e+19,"Conclusão-Remessa","2017-12-01",0,0
"32210",1.0173024920174e+19,"Conclusão-Remessa","2017-12-05",0,0
"32217",1.0173024920174e+19,"Conclusão-Petição","2018-08-27",1,0
"32232",1.0173024920174e+19,"Conclusão","2019-10-29",34,1
"32238",1.0146817920174e+19,"Conclusão-Remessa","2017-11-30",31,0
"32241",1.0146817920174e+19,"Conclusão-Redistribuição","2017-12-05",4,0
"32248",1.0146817920174e+19,"Conclusão-Petição","2019-02-06",54,0
"32251",1.0146817920174e+19,"Conclusão","2019-10-29",34,1
"32257",1.0182959220174e+19,"Conclusão-Remessa","2018-01-09",1,0
"32260",1.0182959220174e+19,"Conclusão-Redistribuição","2018-02-20",39,0
"32265",1.0182959220174e+19,"Conclusão-Decurso de Prazo","2018-09-04",42,0
"32267",1.0182959220174e+19,"Conclusão-Mero expediente","2019-02-15",88,0
"32275",1.0182959220174e+19,"Conclusão-Juntada","2019-08-26",10,0
"32277",1.0182959220174e+19,"Conclusão-Acolhimento em parte de Embargos de Declaração","2019-08-29",0,0
"32282",1.0182959220174e+19,"Documento","2019-09-19",74,1
"32285",1.0031055520184e+19,"Conclusão-Recebimento","2018-02-16",1,0
"32292",1.0031055520184e+19,"Conclusão-Redistribuição","2018-02-20",1,0
"32299",1.0031055520184e+19,"Conclusão-Petição","2019-02-14",92,0
"32305",1.0031055520184e+19,"Conclusão-Petição","2019-06-12",93,0
"32312",1.0031055520184e+19,"Conclusão-Juntada","2019-08-26",10,0
"32319",1.0031055520184e+19,"Decurso de Prazo","2019-10-08",55,1
"32325",1.0030856420184e+19,"Conclusão-Redistribuição","2018-02-20",1,0
"32331",1.0030856420184e+19,"Conclusão-Petição","2018-08-15",1,0
"32336",1.0030856420184e+19,"Conclusão-Remessa","2019-02-21",3,0
"32344",1.0030856420184e+19,"Conclusão-Juntada","2019-08-26",10,0
"32350",1.0030856420184e+19,"Petição","2019-09-23",70,1
"32355",1.0023044220184e+19,"Conclusão-Remessa","2018-02-16",0,0
"32358",1.0023044220184e+19,"Conclusão-Redistribuição","2018-02-20",1,0
"32365",1.0023044220184e+19,"Conclusão-Petição","2018-08-27",1,0
"32370",1.0023044220184e+19,"Conclusão-Remessa","2019-02-21",3,0
"32380",1.0023044220184e+19,"Conclusão-Juntada","2019-08-26",10,0
"32385",1.0023044220184e+19,"Petição","2019-09-23",70,1
"32391",1.0158596320174e+19,"Conclusão-Remessa","2017-11-28",0,0
"32395",1.0158596320174e+19,"Conclusão-Redistribuição","2018-02-20",4,0
"32401",1.0158596320174e+19,"Conclusão-Petição","2018-08-15",36,0
"32415",1.0158596320174e+19,"Conclusão","2019-10-29",34,1
"32421",1.0192320520174e+19,"Conclusão-Remessa","2018-01-08",0,0
"32426",1.0192320520174e+19,"Conclusão-Redistribuição","2018-02-28",1,0
"32434",1.0192320520174e+19,"Conclusão-Juntada","2019-03-27",0,0
"32441",1.0192320520174e+19,"Conclusão-Petição","2019-10-29",50,0
"32442",1.0192320520174e+19,"Mero expediente","2019-10-30",33,1
"32448",1.0177026320174e+19,"Conclusão-Remessa","2017-12-07",0,0
"32452",1.0177026320174e+19,"Conclusão-Petição","2018-02-20",0,0
"32459",1.0177026320174e+19,"Conclusão-Petição","2018-11-19",7,0
"32469",1.0177026320174e+19,"Petição","2019-06-10",175,1
"32475",1.0178013320174e+19,"Conclusão-Remessa","2017-12-07",0,0
"32478",1.0178013320174e+19,"Conclusão-Mero expediente","2018-02-20",70,0
"32485",1.0178013320174e+19,"Conclusão-Petição","2018-11-09",1,0
"32495",1.0178013320174e+19,"Petição","2019-09-09",84,1
"32501",1.0177502220174e+19,"Conclusão-Remessa","2017-12-07",0,0
"32504",1.0177502220174e+19,"Conclusão-Redistribuição","2018-02-20",68,0
"32511",1.0177502220174e+19,"Conclusão-Petição","2018-11-09",2,0
"32521",1.0177502220174e+19,"Decurso de Prazo","2019-08-24",100,1
"32527",1.0177416020174e+19,"Conclusão-Remessa","2017-12-11",4,0
"32530",1.0177416020174e+19,"Conclusão-Redistribuição","2018-02-20",64,0
"32537",1.0177416020174e+19,"Conclusão-Petição","2018-11-09",1,0
"32547",1.0177416020174e+19,"Decurso de Prazo","2019-08-24",100,1
"32552",1.0023096420184e+19,"Conclusão-Remessa","2018-02-20",1,0
"32554",1.0023096420184e+19,"Conclusão-Incompetência","2018-02-26",0,0
"32562",1.0023096420184e+19,"Conclusão-Petição","2018-08-15",1,0
"32577",1.0023096420184e+19,"Conclusão","2019-10-29",34,1
"32583",1.0170781420174e+19,"Conclusão-Remessa","2017-11-30",0,0
"32586",1.0170781420174e+19,"Conclusão-Redistribuição","2018-02-20",15,0
"32592",1.0170781420174e+19,"Conclusão-Decurso de Prazo","2018-08-23",31,0
"32595",1.0170781420174e+19,"Conclusão-Ato ordinatorio","2019-02-15",101,0
"32602",1.0170781420174e+19,"Conclusão-Decurso de Prazo","2019-06-12",61,0
"32603",1.0170781420174e+19,"Conclusão-Conclusão","2019-06-27",61,0
"32614",1.0170781420174e+19,"Decurso de Prazo","2019-10-08",55,1
"32620",1.0192286520174e+19,"Conclusão-Remessa","2018-02-23",46,0
"32623",1.0192286520174e+19,"Conclusão-Redistribuição","2018-02-28",0,0
"32630",1.0192286520174e+19,"Conclusão-Petição","2019-02-14",92,0
"32636",1.0192286520174e+19,"Conclusão-Petição","2019-06-12",93,0
"32637",1.0192286520174e+19,"Conclusão-Conclusão","2019-06-27",93,0
"32646",1.0192286520174e+19,"Petição","2019-09-20",73,1
"32649",1.0178957820174e+19,"Conclusão-Recebimento","2017-12-18",10,0
"32655",1.0178957820174e+19,"Conclusão-Redistribuição","2018-02-20",40,0
"32662",1.0178957820174e+19,"Conclusão-Petição","2018-08-28",0,0
"32672",1.0178957820174e+19,"Decurso de Prazo","2019-08-24",100,1
"32678",1.0147865620174e+19,"Conclusão-Remessa","2017-12-01",1,0
"32682",1.0147865620174e+19,"Conclusão-Documento","2018-02-22",0,0
"32690",1.0147865620174e+19,"Conclusão-Juntada","2019-03-27",0,0
"32691",1.0147865620174e+19,"Mero expediente","2019-06-12",173,1
"32697",1.0023052720184e+19,"Conclusão-Remessa","2018-02-14",0,0
"32704",1.0023052720184e+19,"Conclusão-Documento","2018-02-27",1,0
"32712",1.0023052720184e+19,"Conclusão-Juntada","2019-03-27",0,0
"32719",1.0023052720184e+19,"Conclusão-Petição","2019-10-29",74,0
"32720",1.0023052720184e+19,"Mero expediente","2019-10-30",33,1
"32726",1.0160259520174e+19,"Conclusão-Remessa","2018-02-23",87,0
"32729",1.0160259520174e+19,"Conclusão-Redistribuição","2018-03-01",0,0
"32736",1.0160259520174e+19,"Conclusão-Petição","2019-03-27",133,0
"32744",1.0160259520174e+19,"Conclusão","2019-10-29",34,1
"32747",1.0010593020174e+19,"Conclusão-Documento","2017-02-20",0,0
"32755",1.0010593020174e+19,"Conclusão-Decurso de Prazo","2018-02-08",86,0
"32762",1.0010593020174e+19,"Conclusão-Juntada","2019-04-08",0,0
"32768",1.0010593020174e+19,"Decurso de Prazo","2019-08-07",117,1
"32771",1.0033616620164e+19,"Conclusão-Documento","2016-05-05",0,0
"32784",1.0033616620164e+19,"Conclusão-Decurso de Prazo","2018-02-08",181,0
"32796",1.0033616620164e+19,"Conclusão-Decurso de Prazo","2019-04-22",124,0
"32800",1.0033616620164e+19,"Decurso de Prazo","2019-08-10",114,1
"32807",1.0134606120174e+19,"Conclusão-Documento","2017-10-17",0,0
"32810",1.0134606120174e+19,"Conclusão-Redistribuição","2018-02-20",28,0
"32817",1.0134606120174e+19,"Conclusão-Petição","2019-02-06",54,0
"32822",1.0134606120174e+19,"Petição","2019-08-26",98,1
"32828",1.0065940320184e+19,"Conclusão-Remessa","2018-04-05",0,0
"32840",1.0065940320184e+19,"Conclusão-Petição","2019-05-27",92,0
"32841",1.0065940320184e+19,"Juntada","2019-05-27",189,1
"32846",1.0065793420184e+19,"Conclusão-Remessa","2018-04-04",0,0
"32860",1.0065793420184e+19,"Conclusão","2019-05-27",189,1
"32864",1.0160631020174e+19,"Conclusão-Mudança de Classe Processual","2017-11-27",0,0
"32875",1.0160631020174e+19,"Conclusão-Petição","2018-06-13",16,0
"32882",1.0160631020174e+19,"Suspensão ou Sobrestamento","2019-04-10",236,1
"32887",1.0182153120174e+19,"Conclusão-Remessa","2018-01-19",4,0
"32899",1.0182153120174e+19,"Conclusão-Petição","2019-05-27",24,0
"32900",1.0182153120174e+19,"Juntada","2019-05-27",189,1
"32905",1.0115101720174e+19,"Conclusão-Recebimento","2017-09-05",1,0
"32908",1.0115101720174e+19,"Conclusão-Petição","2018-04-03",102,0
"32917",1.0115101720174e+19,"Conclusão-Decurso de Prazo","2019-02-15",116,0
"32923",1.0115101720174e+19,"Petição","2019-07-09",146,1
"32929",1.0170868820174e+19,"Conclusão-Remessa","2017-11-30",0,0
"32933",1.0170868820174e+19,"Conclusão-Remessa","2017-12-13",0,0
"32940",1.0170868820174e+19,"Conclusão-Petição","2018-08-15",36,0
"32945",1.0170868820174e+19,"Conclusão-Remessa","2019-02-21",3,0
"32954",1.0170868820174e+19,"Conclusão-Petição","2019-08-26",6,0
"32960",1.0170868820174e+19,"Decurso de Prazo","2019-10-08",55,1
"32966",1.0170842120174e+19,"Conclusão-Remessa","2017-12-01",1,0
"32970",1.0170842120174e+19,"Conclusão-Remessa","2017-12-13",0,0
"32976",1.0170842120174e+19,"Conclusão-Petição","2018-04-17",14,0
"32985",1.0170842120174e+19,"Decurso de Prazo","2019-06-17",168,1
"32991",1.0173137820174e+19,"Conclusão-Remessa","2017-12-01",0,0
"32995",1.0173137820174e+19,"Conclusão-Remessa","2017-12-05",0,0
"33002",1.0173137820174e+19,"Conclusão-Petição","2018-08-27",1,0
"33014",1.0173137820174e+19,"Conclusão","2019-10-29",34,1
"33019",1.0155001620174e+19,"Conclusão-Juntada","2017-12-01",0,0
"33024",1.0155001620174e+19,"Conclusão-Remessa","2017-12-05",0,0
"33030",1.0155001620174e+19,"Conclusão-Petição","2018-08-15",44,0
"33040",1.0155001620174e+19,"Conclusão","2019-10-29",34,1
"33043",1.0010835820174e+19,"Conclusão-Documento","2017-02-20",0,0
"33052",1.0010835820174e+19,"Conclusão-Decurso de Prazo","2018-08-27",93,0
"33057",1.0010835820174e+19,"Conclusão-Juntada","2019-04-08",0,0
"33063",1.0010835820174e+19,"Decurso de Prazo","2019-08-07",117,1
"33066",1.0037692320174e+19,"Conclusão-Documento","2017-06-02",0,0
"33079",1.0037692320174e+19,"Conclusão-Petição","2018-06-11",52,0
"33086",1.0037692320174e+19,"Conclusão-Petição","2018-11-05",20,0
"33089",1.0037692320174e+19,"Conclusão-Decurso de Prazo","2018-11-23",14,0
"33100",1.0037692320174e+19,"Conclusão-Decurso de Prazo","2019-06-12",68,0
"33106",1.0037692320174e+19,"Decurso de Prazo","2019-10-01",62,1
"33108",1.0035033620174e+19,"Conclusão-Distribuição","2017-05-30",0,0
"33113",1.0035033620174e+19,"Conclusão-Petição","2017-06-22",0,0
"33122",1.0035033620174e+19,"Conclusão-Juntada","2018-10-08",0,0
"33127",1.0035033620174e+19,"Petição","2019-10-21",42,1
"33130",1.0039347020174e+19,"Conclusão-Mero expediente","2017-06-06",0,0
"33146",1.0039347020174e+19,"Conclusão-Petição","2018-06-14",50,0
"33158",1.0039347020174e+19,"Conclusão-Juntada","2019-04-08",0,0
"33166",1.0039347020174e+19,"Decurso de Prazo","2019-09-07",86,1
"33172",1.0143881220174e+19,"Conclusão-Documento","2018-01-25",6,0
"33175",1.0143881220174e+19,"Conclusão-Petição","2018-02-07",7,0
"33182",1.0143881220174e+19,"Conclusão-Petição","2018-06-12",1,0
"33186",1.0143881220174e+19,"Conclusão-Documento","2018-06-20",1,0
"33190",1.0143881220174e+19,"Conclusão-Expedição de documento","2019-05-27",244,0
"33195",1.0143881220174e+19,"Decurso de Prazo","2019-10-29",34,1
"33202",1.0062132920174e+19,"Conclusão-Documento","2017-08-01",0,0
"33206",1.0062132920174e+19,"Conclusão-Documento","2017-08-02",1,0
"33211",1.0062132920174e+19,"Conclusão-Petição","2018-04-03",211,0
"33224",1.0062132920174e+19,"Decurso de Prazo","2019-08-05",119,1
"33229",1.0007411320184e+19,"Conclusão-Remessa","2018-01-19",0,0
"33233",1.0007411320184e+19,"Conclusão-Decurso de Prazo","2018-02-16",2,0
"33236",1.0007411320184e+19,"Conclusão-Petição","2018-04-03",33,0
"33245",1.0007411320184e+19,"Conclusão-Decurso de Prazo","2018-08-27",97,0
"33261",1.0007411320184e+19,"Conclusão-Decurso de Prazo","2019-05-27",94,0
"33266",1.0007411320184e+19,"Decurso de Prazo","2019-10-26",37,1
"33268",1.0049038520174e+19,"Conclusão-Distribuição","2017-06-12",2,0
"33283",1.0049038520174e+19,"Conclusão-Petição","2019-02-15",165,0
"33285",1.0049038520174e+19,"Juntada","2019-07-05",150,1
"33287",1.0049064020174e+19,"Conclusão-Distribuição","2017-06-12",1,0
"33291",1.0049064020174e+19,"Conclusão-Petição","2017-06-27",0,0
"33300",1.0049064020174e+19,"Conclusão-Petição","2019-05-27",251,0
"33301",1.0049064020174e+19,"Juntada","2019-05-27",189,1
"33303",1.0059188920174e+19,"Conclusão-Distribuição","2017-06-22",0,0
"33313",1.0059188920174e+19,"Conclusão-Juntada","2019-05-27",0,0
"33318",1.0059188920174e+19,"Decurso de Prazo","2019-09-28",65,1
"33321",1.0070586120174e+19,"Conclusão-Recebimento","2017-07-18",7,0
"33331",1.0070586120174e+19,"Conclusão-Petição","2018-06-14",30,0
"33341",1.0070586120174e+19,"Conclusão-Juntada","2019-04-08",0,0
"33347",1.0070586120174e+19,"Petição","2019-10-22",41,1
"33352",1.0185106820174e+19,"Conclusão-Remessa","2018-01-11",3,0
"33360",1.0185106820174e+19,"Conclusão-Juntada","2019-05-27",287,0
"33365",1.0185106820174e+19,"Petição","2019-10-24",39,1
"33370",1.0019987320184e+19,"Conclusão-Remessa","2018-02-05",3,0
"33376",1.0019987320184e+19,"Conclusão-Decurso de Prazo","2018-04-13",9,0
"33383",1.0019987320184e+19,"Conclusão-Petição","2018-05-22",14,0
"33390",1.0019987320184e+19,"Conclusão-Petição","2018-07-31",57,0
"33398",1.0019987320184e+19,"Conclusão-Juntada","2019-05-27",0,0
"33401",1.0019987320184e+19,"Expedição de documento","2019-10-01",62,1
"33403",1.0054988420174e+19,"Conclusão-Distribuição","2017-06-16",2,0
"33409",1.0054988420174e+19,"Conclusão-Petição","2017-07-13",1,0
"33415",1.0054988420174e+19,"Conclusão-Decurso de Prazo","2018-04-27",23,0
"33427",1.0054988420174e+19,"Conclusão-Petição","2019-07-10",103,0
"33432",1.0054988420174e+19,"Decurso de Prazo","2019-10-22",41,1
"33435",1.0187851720174e+19,"Conclusão-Recebimento","2017-12-18",3,0
"33446",1.0187851720174e+19,"Conclusão-Juntada","2019-05-27",0,0
"33451",1.0187851720174e+19,"Petição","2019-10-28",35,1
"33457",1.0066442920184e+19,"Conclusão-Remessa","2018-04-05",0,0
"33470",1.0066442920184e+19,"Decurso de Prazo","2019-05-26",190,1
"33473",1.0072673020174e+19,"Conclusão-Recebimento","2017-07-14",1,0
"33494",1.0072673020174e+19,"Conclusão-Juntada","2019-05-27",0,0
"33499",1.0072673020174e+19,"Decurso de Prazo","2019-10-01",62,1
"33505",1.0075141120174e+19,"Conclusão-Remessa","2017-08-04",1,0
"33509",1.0075141120174e+19,"Conclusão-Remessa","2017-09-29",0,0
"33515",1.0075141120174e+19,"Conclusão-Petição","2018-04-18",8,0
"33528",1.0075141120174e+19,"Decurso de Prazo","2019-08-05",119,1
"33534",1.0132342220184e+19,"Conclusão-Documento","2018-07-09",0,0
"33538",1.0132342220184e+19,"Conclusão-Redistribuição","2018-07-12",1,0
"33553",1.0132342220184e+19,"Conclusão-Decurso de Prazo","2018-10-26",1,0
"33565",1.0132342220184e+19,"Petição","2019-08-19",105,1
"33568",1.0135711120184e+19,"Conclusão-Remessa","2018-07-12",0,0
"33582",1.0135711120184e+19,"Conclusão","2019-05-27",189,1
"33587",1.0135495020184e+19,"Conclusão-Remessa","2018-07-12",0,0
"33597",1.0135495020184e+19,"Conclusão-Juntada","2019-04-08",0,0
"33600",1.0135495020184e+19,"Decurso de Prazo","2019-09-03",90,1
"33605",1.0108542620184e+19,"Conclusão-Remessa","2018-06-08",0,0
"33627",1.0108542620184e+19,"Conclusão-Juntada","2019-05-27",0,0
"33633",1.0108542620184e+19,"Decurso de Prazo","2019-10-22",41,1
"33638",1.0075851320174e+19,"Conclusão-Recebimento","2017-07-19",0,0
"33643",1.0075851320174e+19,"Conclusão-Petição","2017-12-12",1,0
"33646",1.0075851320174e+19,"Conclusão-Ato ordinatorio","2018-06-15",0,0
"33650",1.0075851320174e+19,"Conclusão-Petição","2018-06-26",1,0
"33654",1.0075851320174e+19,"Conclusão-Petição","2018-07-16",4,0
"33663",1.0075851320174e+19,"Conclusão","2019-05-27",189,1
"33668",1.0104628620184e+19,"Conclusão-Remessa","2018-06-06",0,0
"33676",1.0104628620184e+19,"Conclusão-Petição","2018-07-11",1,0
"33684",1.0104628620184e+19,"Conclusão-Redistribuição","2018-09-17",0,0
"33694",1.0104628620184e+19,"Conclusão-Petição","2018-11-26",3,0
"33710",1.0104628620184e+19,"Conclusão-Petição","2019-06-12",79,0
"33721",1.0104628620184e+19,"Decurso de Prazo","2019-10-04",59,1
"33726",1.0068963220184e+19,"Conclusão-Remessa","2018-04-11",0,0
"33746",1.0068963220184e+19,"Decurso de Prazo","2019-10-25",38,1
"33753",1.0145622120174e+19,"Conclusão-Documento","2017-11-16",0,0
"33758",1.0145622120174e+19,"Conclusão-Redistribuição","2017-11-23",1,0
"33766",1.0145622120174e+19,"Conclusão-Petição","2018-03-05",3,0
"33779",1.0145622120174e+19,"Decurso de Prazo","2019-08-05",119,1
"33785",1.0138079420174e+19,"Conclusão-Remessa","2017-11-06",26,0
"33789",1.0138079420174e+19,"Conclusão-Mero expediente","2017-11-23",0,0
"33795",1.0138079420174e+19,"Conclusão-Petição","2018-03-08",0,0
"33808",1.0138079420174e+19,"Decurso de Prazo","2019-08-05",119,1
"33813",1.0124833520184e+19,"Conclusão-Remessa","2018-07-02",3,0
"33821",1.0124833520184e+19,"Conclusão-Petição","2018-07-30",4,0
"33824",1.0124833520184e+19,"Conclusão-Redistribuição","2018-08-09",0,0
"33848",1.0124833520184e+19,"Conclusão-Petição","2019-02-01",70,0
"33857",1.0124833520184e+19,"Petição","2019-09-18",75,1
"33862",1.0018722320184e+19,"Conclusão-Remessa","2018-02-20",1,0
"33881",1.0018722320184e+19,"Conclusão-Petição","2019-01-08",89,0
"33891",1.0018722320184e+19,"Conclusão-Ato ordinatorio","2019-10-04",0,0
"33893",1.0018722320184e+19,"Conclusão-Mero expediente","2019-10-04",0,0
"33906",1.0018722320184e+19,"Decurso de Prazo","2019-10-26",37,1
"33911",1.0092858720184e+19,"Conclusão-Remessa","2018-05-15",0,0
"33917",1.0092858720184e+19,"Conclusão-Documento","2018-07-12",0,0
"33925",1.0092858720184e+19,"Conclusão-Decurso de Prazo","2019-05-27",209,0
"33931",1.0092858720184e+19,"Decurso de Prazo","2019-10-08",55,1
"33934",1.0178775720174e+19,"Conclusão-Recebimento","2017-12-11",4,0
"33939",1.0178775720174e+19,"Conclusão-Petição","2018-04-17",76,0
"33945",1.0178775720174e+19,"Conclusão-Petição","2018-05-08",4,0
"33956",1.0178775720174e+19,"Conclusão-Petição","2019-05-16",301,0
"33962",1.0178775720174e+19,"Decurso de Prazo","2019-10-12",51,1
"33969",1.0131687620174e+19,"Conclusão-Documento","2017-10-02",0,0
"33975",1.0131687620174e+19,"Conclusão-Remessa","2017-10-10",0,0
"33981",1.0131687620174e+19,"Conclusão-Petição","2018-03-05",3,0
"33994",1.0131687620174e+19,"Decurso de Prazo","2019-08-05",119,1
"33999",1.0133814820184e+19,"Conclusão-Remessa","2018-07-10",0,0
"34006",1.0133814820184e+19,"Conclusão-Petição","2018-08-23",1,0
"34026",1.0133814820184e+19,"Conclusão-Juntada","2019-05-16",0,0
"34031",1.0133814820184e+19,"Decurso de Prazo","2019-09-07",86,1
"34036",1.0130688720184e+19,"Conclusão-Remessa","2018-07-05",0,0
"34043",1.0130688720184e+19,"Conclusão-Petição","2018-07-18",2,0
"34054",1.0130688720184e+19,"Conclusão-Decurso de Prazo","2019-05-27",200,0
"34055",1.0130688720184e+19,"Juntada","2019-05-27",189,1
"34060",1.0126851220184e+19,"Conclusão-Remessa","2018-06-29",0,0
"34068",1.0126851220184e+19,"Conclusão-Documento","2018-07-11",0,0
"34074",1.0126851220184e+19,"Conclusão-Mandado","2018-07-16",0,0
"34077",1.0126851220184e+19,"Conclusão-Mandado","2018-08-07",21,0
"34095",1.0126851220184e+19,"Conclusão-Petição","2018-11-12",5,0
"34104",1.0126851220184e+19,"Conclusão-Decurso de Prazo","2019-05-02",84,0
"34113",1.0126851220184e+19,"Petição","2019-08-12",112,1
"34119",1.0130393720184e+19,"Conclusão-Remessa","2018-07-05",0,0
"34122",1.0130393720184e+19,"Conclusão-Petição","2018-07-13",0,0
"34132",1.0130393720184e+19,"Decurso de Prazo","2019-06-17",168,1
"34137",1.0010312820184e+19,"Conclusão-Remessa","2018-02-20",5,0
"34151",1.0010312820184e+19,"Conclusão","2019-05-27",189,1
"34156",1.0136993120184e+19,"Conclusão-Remessa","2018-07-18",0,0
"34173",1.0136993120184e+19,"Conclusão-Documento","2018-08-24",0,0
"34185",1.0136993120184e+19,"Conclusão-Juntada","2019-05-16",0,0
"34190",1.0136993120184e+19,"Decurso de Prazo","2019-09-07",86,1
"34195",1.0071674120184e+19,"Conclusão-Remessa","2018-04-18",7,0
"34198",1.0071674120184e+19,"Conclusão-Redistribuição","2018-05-03",0,0
"34210",1.0071674120184e+19,"Conclusão-Petição","2018-06-28",16,0
"34222",1.0071674120184e+19,"Conclusão-Petição","2018-08-13",18,0
"34240",1.0071674120184e+19,"Conclusão-Petição","2019-04-02",8,0
"34241",1.0071674120184e+19,"Petição","2019-06-03",182,1
"34246",1.0069838520184e+19,"Conclusão-Remessa","2018-04-11",0,0
"34251",1.0069838520184e+19,"Conclusão-Redistribuição","2018-06-08",1,0
"34266",1.0069838520184e+19,"Conclusão-Petição","2018-08-20",4,0
"34289",1.0069838520184e+19,"Conclusão-Petição","2019-04-02",15,0
"34299",1.0069838520184e+19,"Decurso de Prazo","2019-09-11",82,1
"34302",1.0073926120184e+19,"Conclusão-Recebimento","2018-04-13",0,0
"34308",1.0073926120184e+19,"Conclusão-Petição","2018-07-10",19,0
"34311",1.0073926120184e+19,"Conclusão-Petição","2018-07-17",1,0
"34336",1.0073926120184e+19,"Conclusão-Decurso de Prazo","2019-05-27",21,0
"34344",1.0073926120184e+19,"Conclusão","2019-10-28",35,1
"34349",1.0132186820184e+19,"Conclusão-Remessa","2018-07-11",2,0
"34356",1.0132186820184e+19,"Conclusão-Petição","2018-10-30",70,0
"34364",1.0132186820184e+19,"Conclusão-Redistribuição","2019-01-21",3,0
"34377",1.0132186820184e+19,"Petição","2019-06-26",159,1
"34380",1.0135503520184e+19,"Conclusão-Recebimento","2018-07-12",1,0
"34390",1.0135503520184e+19,"Conclusão-Petição","2018-08-13",0,0
"34403",1.0135503520184e+19,"Conclusão-Juntada","2019-05-27",0,0
"34408",1.0135503520184e+19,"Petição","2019-10-07",56,1
"34413",1.0080923720184e+19,"Conclusão-Remessa","2018-04-24",0,0
"34419",1.0080923720184e+19,"Conclusão-Petição","2018-05-30",2,0
"34428",1.0080923720184e+19,"Conclusão-Petição","2018-07-11",6,0
"34438",1.0080923720184e+19,"Conclusão-Petição","2019-05-27",168,0
"34442",1.0080923720184e+19,"Expedição de documento","2019-10-23",40,1
"34447",1.0132541320184e+19,"Conclusão-Remessa","2018-07-10",1,0
"34452",1.0132541320184e+19,"Conclusão-Petição","2018-07-25",1,0
"34459",1.0132541320184e+19,"Conclusão-Petição","2018-08-13",0,0
"34470",1.0132541320184e+19,"Conclusão-Petição","2019-04-23",12,0
"34471",1.0132541320184e+19,"Conclusão-Conclusão","2019-04-24",12,0
"34476",1.0132541320184e+19,"Conclusão-Petição","2019-06-29",11,0
"34478",1.0132541320184e+19,"Petição","2019-07-29",126,1
"34483",1.0129536620184e+19,"Conclusão-Remessa","2018-07-04",1,0
"34494",1.0129536620184e+19,"Conclusão-Juntada","2019-05-27",0,0
"34499",1.0129536620184e+19,"Decurso de Prazo","2019-08-24",100,1
"34504",1.0132602020184e+19,"Conclusão-Remessa","2018-07-10",1,0
"34516",1.0132602020184e+19,"Conclusão-Juntada","2019-05-27",0,0
"34520",1.0132602020184e+19,"Decurso de Prazo","2019-10-22",41,1
"34525",1.0134049120184e+19,"Conclusão-Recebimento","2018-07-10",0,0
"34536",1.0134049120184e+19,"Conclusão-Petição","2018-07-31",7,0
"34544",1.0134049120184e+19,"Conclusão-Decurso de Prazo","2019-03-13",124,0
"34556",1.0134049120184e+19,"Conclusão-Juntada","2019-05-27",0,0
"34562",1.0134049120184e+19,"Decurso de Prazo","2019-09-07",86,1
"34565",1.0027906120174e+19,"Conclusão-Documento","2017-05-08",0,0
"34572",1.0027906120174e+19,"Conclusão-Documento","2018-02-28",98,0
"34578",1.0027906120174e+19,"Conclusão-Documento","2018-10-26",56,0
"34582",1.0027906120174e+19,"Conclusão-Petição","2019-04-08",129,0
"34591",1.0027906120174e+19,"Petição","2019-09-10",83,1
"34596",1.0128722020184e+19,"Conclusão-Remessa","2018-07-03",1,0
"34609",1.0128722020184e+19,"Conclusão-Petição","2018-07-20",0,0
"34626",1.0128722020184e+19,"Conclusão","2019-05-27",189,1
"34631",1.0086137920184e+19,"Conclusão-Remessa","2018-05-03",0,0
"34643",1.0086137920184e+19,"Conclusão-Mandado","2018-06-01",9,0
"34659",1.0086137920184e+19,"Conclusão-Decurso de Prazo","2018-07-31",9,0
"34669",1.0086137920184e+19,"Conclusão-Petição","2019-05-22",27,0
"34680",1.0086137920184e+19,"Decurso de Prazo","2019-09-28",65,1
"34685",1.0112726120184e+19,"Conclusão-Remessa","2018-06-13",1,0
"34692",1.0112726120184e+19,"Conclusão-Decurso de Prazo","2018-08-28",0,0
"34741",1.0112726120184e+19,"Petição","2019-09-20",73,1
"34744",1.0100283420174e+19,"Conclusão-Recebimento","2017-08-17",0,0
"34749",1.0100283420174e+19,"Conclusão-Redistribuição","2017-08-24",3,0
"34755",1.0100283420174e+19,"Conclusão-Petição","2018-04-10",173,0
"34768",1.0100283420174e+19,"Decurso de Prazo","2019-08-05",119,1
"34774",1.0089540820184e+19,"Conclusão-Remessa","2018-05-09",1,0
"34781",1.0089540820184e+19,"Conclusão-Petição","2018-07-05",34,0
"34791",1.0089540820184e+19,"Decurso de Prazo","2019-08-24",100,1
