"","Nº Processo","Apelido","Classificação","Status","Classe do Processo","Data Inicial","Recebimento, triagem e conclusão do processo","Despacho para notificação do Requerido","Expedição de notificação","Cumprimento da notificação","Oferecimento de manifestação por escrito","Decisão rejeição da ação ou recebimento pet. inicial","Expedição de intimação e/ou citação","Cumprimento da intimação e/ou citação","Contestação e/ou agravo de instrumento","Ato ordinatório (Réplica)","Expedição de intimação","Cumprimento da intimação","Réplica","Ato ordinatório (Provas)","Expedição de intimação (Requerente)","Cumprimento  da intimação","Provas","Expedição de intimação (Requerido)","Cumprimento da intimação","Provas","Decisão saneamento","Expedição de intimação (Requerente)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Expedição de intimação (Requerido)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Prova pericial","Prova oral (audiência de instrução e julgamento)","Ato ordinário (Alegações finais)","Expedição de intimação (Requerente)","Cumprimento da intimação","Alegações finais","Expedição de intimação (Requerido)","Cumprimento da intimação","Alegações finais","Recebimento e conclusão do processo","Sentença"
"220","218XXX","Apelido96","Aberto","Atrasado","Busca e Apreensão","2017-09-23",3,1,1,7,13,22,3,6,17,1,4,9,19,1,4,5,7,3,3,2,14,3,7,5,2,4,7,93,56,1,1,6,20,1,4,19,1,40
"221","219XXX","Apelido97","Aberto","Atrasado","Busca e Apreensão","2019-05-08",0,1,5,4,19,39,1,2,20,1,2,5,11,1,1,2,2,3,7,10,12,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","220XXX","Apelido98","Aberto","Atrasado","Busca e Apreensão","2019-01-30",2,2,2,5,17,31,1,4,17,2,5,8,16,1,2,10,9,5,2,2,11,4,2,10,3,6,2,92,51,4,5,10,18,4,3,18,2,40
"223","221XXX","Apelido99","Aberto","Atrasado","Busca e Apreensão","2018-03-31",3,2,1,4,17,27,1,6,14,1,5,10,12,1,1,8,5,4,9,5,17,1,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","222XXX","Apelido100","Aberto","Atrasado","Busca e Apreensão","2019-02-07",3,3,4,1,16,34,2,6,18,1,3,3,16,1,1,3,2,4,4,8,17,5,3,5,5,7,5,96,53,3,4,9,12,1,7,11,3,39
"225","223XXX","Apelido101","Aberto","Atrasado","Busca e Apreensão","2017-12-16",1,3,3,7,20,24,2,1,13,3,2,8,13,4,1,6,4,1,7,2,16,3,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","224XXX","Apelido102","Aberto","Atrasado","Busca e Apreensão","2018-12-14",5,1,4,3,10,33,5,6,13,2,2,4,11,2,2,7,10,2,6,10,14,1,8,9,1,8,4,103,67,4,1,10,20,5,4,11,1,48
"227","225XXX","Apelido103","Aberto","Atrasado","Busca e Apreensão","2018-05-28",2,3,1,6,10,31,1,2,16,4,3,6,17,3,5,4,7,5,7,10,11,1,4,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0
"228","226XXX","Apelido104","Aberto","Atrasado","Busca e Apreensão","2017-03-03",3,1,1,1,11,31,1,1,13,1,3,7,10,1,3,3,4,4,6,6,12,2,5,7,3,9,5,104,51,5,1,5,16,1,10,15,5,50
"229","227XXX","Apelido105","Aberto","Atrasado","Busca e Apreensão","2019-06-03",5,3,4,1,11,33,5,6,11,1,3,7,18,1,4,9,9,3,10,5,9,3,5,4,2,10,13,0,0,0,0,0,0,0,0,0,0,0
"230","228XXX","Apelido106","Aberto","Atrasado","Busca e Apreensão","2018-06-16",3,1,4,5,17,38,1,7,12,5,1,9,15,1,4,10,2,1,6,6,14,3,8,5,4,6,7,85,55,2,1,2,12,1,6,10,1,41
"231","229XXX","Apelido107","Aberto","Atrasado","Busca e Apreensão","2018-09-25",1,2,4,4,20,35,4,1,16,1,4,7,18,2,1,6,7,1,10,8,8,1,9,5,1,4,9,101,0,0,0,0,0,0,0,0,0,0
"232","230XXX","Apelido108","Aberto","Atrasado","Busca e Apreensão","2017-04-03",1,2,5,3,11,33,1,4,18,3,2,8,14,3,3,9,9,5,5,10,13,1,9,9,1,7,3,88,63,1,1,5,13,1,5,14,4,43
"233","231XXX","Apelido109","Aberto","Atrasado","Busca e Apreensão","2017-06-22",4,4,2,7,10,24,5,2,13,3,4,9,17,1,1,6,4,2,5,5,15,1,4,8,5,4,6,102,77,0,0,0,0,0,0,0,0,0
"234","232XXX","Apelido110","Aberto","Atrasado","Busca e Apreensão","2019-12-13",1,1,1,7,20,28,4,1,10,1,3,7,18,3,5,4,6,4,9,8,8,4,7,7,2,5,7,96,60,5,1,9,18,1,4,13,2,49
"235","233XXX","Apelido111","Aberto","Atrasado","Busca e Apreensão","2017-03-12",0,3,4,3,11,35,1,5,20,2,3,7,10,5,3,8,6,1,3,2,17,1,3,7,1,7,4,93,61,13,0,0,0,0,0,0,0,0
"236","234XXX","Apelido112","Aberto","Atrasado","Busca e Apreensão","2017-01-04",4,4,2,2,16,27,3,2,20,3,5,7,14,1,4,3,7,4,4,8,17,5,10,9,2,8,2,89,51,2,4,5,17,4,4,20,2,42
"237","235XXX","Apelido113","Aberto","Atrasado","Busca e Apreensão","2017-11-18",0,1,3,1,11,28,1,4,15,3,2,6,12,1,4,10,6,5,10,5,17,1,4,5,3,4,6,94,52,2,16,0,0,0,0,0,0,0
"238","236XXX","Apelido114","Aberto","Atrasado","Busca e Apreensão","2017-06-09",4,3,2,5,12,33,5,6,17,1,1,6,20,3,4,4,6,4,3,8,8,2,5,3,1,2,3,96,53,1,1,4,11,2,4,13,4,37
"239","237XXX","Apelido115","Aberto","Atrasado","Busca e Apreensão","2019-03-21",5,4,1,4,14,35,5,5,13,2,5,9,14,5,3,9,10,1,7,3,9,1,2,4,5,8,10,95,65,1,2,20,0,0,0,0,0,0
"240","238XXX","Apelido116","Aberto","Atrasado","Busca e Apreensão","2018-02-21",3,2,1,5,20,28,3,4,11,3,1,4,17,4,4,2,9,1,10,5,12,2,5,9,3,10,2,94,52,1,5,6,12,1,6,18,2,39
"241","239XXX","Apelido117","Aberto","Atrasado","Busca e Apreensão","2019-05-08",3,5,3,3,16,32,3,6,16,1,5,5,15,5,1,10,2,5,9,2,10,1,6,4,1,7,3,85,53,4,5,6,25,0,0,0,0,0
"242","240XXX","Apelido118","Aberto","Atrasado","Busca e Apreensão","2018-07-29",1,1,1,5,14,24,4,4,19,1,1,2,19,5,1,6,6,1,8,9,12,1,5,4,5,2,7,91,66,1,5,2,16,5,3,19,1,38
"243","241XXX","Apelido119","Aberto","Atrasado","Busca e Apreensão","2019-10-12",3,4,4,1,13,37,1,7,15,4,1,8,13,5,1,2,4,3,2,10,17,4,10,8,4,7,3,103,56,3,1,5,10,15,0,0,0,0
"244","242XXX","Apelido120","Aberto","Atrasado","Busca e Apreensão","2017-12-19",4,1,1,2,14,36,3,4,19,3,3,6,19,5,3,9,5,4,9,5,16,5,10,7,1,7,2,87,70,2,5,7,19,3,4,19,4,37
"245","243XXX","Apelido121","Aberto","Atrasado","Busca e Apreensão","2017-03-08",2,1,3,3,19,37,3,6,19,2,1,7,18,1,4,7,5,5,5,9,16,1,2,2,5,7,6,96,59,5,1,8,11,4,20,0,0,0
"246","244XXX","Apelido122","Aberto","Atrasado","Busca e Apreensão","2017-05-21",0,4,1,5,15,25,2,3,13,5,5,7,17,1,5,10,5,3,9,10,9,4,3,6,2,10,4,89,61,1,4,3,10,1,2,14,2,51
"247","245XXX","Apelido123","Aberto","Atrasado","Busca e Apreensão","2017-06-22",0,1,1,5,18,25,5,1,19,5,2,2,10,3,1,9,10,1,2,6,10,4,4,10,2,2,3,94,56,3,3,5,16,2,2,31,0,0
"248","246XXX","Apelido124","Aberto","Atrasado","Busca e Apreensão","2018-11-20",0,2,4,7,17,29,3,1,19,4,1,4,10,2,1,4,6,2,4,5,17,3,9,4,5,5,5,86,64,2,4,9,12,1,9,17,2,43
"249","247XXX","Apelido125","Aberto","Ok","Busca e Apreensão","2019-02-18",5,1,1,2,13,30,3,1,13,2,4,2,14,5,5,10,6,4,10,7,15,5,10,3,1,6,4,87,69,4,3,9,18,2,7,14,13,0
"250","248XXX","Apelido126","Aberto","Atrasado","Busca e Apreensão","2018-07-23",5,3,4,1,13,39,3,2,20,3,4,2,16,4,2,7,4,4,4,10,13,2,10,9,5,2,6,89,59,5,1,9,15,5,2,20,5,47
"251","249XXX","Apelido127","Aberto","Atrasado","Busca e Apreensão","2019-05-03",3,1,1,5,20,36,5,7,20,2,2,2,13,2,5,4,5,2,4,6,11,4,2,4,2,4,3,86,70,2,1,8,20,1,3,10,1,41
"252","250XXX","Apelido128","Aberto","Atrasado","Busca e Apreensão","2018-09-15",3,4,2,5,19,37,4,3,14,1,2,5,17,3,4,10,3,3,8,4,13,5,3,2,1,2,8,87,64,1,5,5,19,1,5,19,5,34
"253","251XXX","Apelido129","Aberto","Atrasado","Busca e Apreensão","2017-03-27",1,5,1,3,17,22,3,4,14,2,1,5,18,1,1,9,9,2,5,3,13,4,8,2,1,7,7,101,63,1,5,5,16,2,7,20,5,51
"254","252XXX","Apelido130","Aberto","Atrasado","Busca e Apreensão","2019-11-29",3,4,5,7,13,36,3,6,15,1,4,7,12,5,4,4,4,2,7,7,17,3,2,10,1,9,3,103,63,4,4,3,15,4,5,15,2,48
"255","253XXX","Apelido131","Aberto","Atrasado","Busca e Apreensão","2018-08-30",4,5,3,2,15,28,3,5,16,2,1,2,18,2,3,9,5,4,4,4,9,1,3,9,1,4,4,85,62,2,1,10,18,2,8,18,1,50
"256","254XXX","Apelido132","Aberto","Atrasado","Busca e Apreensão","2018-06-07",2,3,3,3,10,27,3,3,16,5,4,9,16,2,5,8,5,2,5,2,9,1,3,6,4,7,3,89,56,1,1,3,12,2,5,12,1,47
"257","255XXX","Apelido133","Aberto","Atrasado","Busca e Apreensão","2018-11-06",3,1,1,6,20,24,5,3,11,1,4,9,15,3,3,8,6,3,2,3,17,1,4,10,2,8,10,90,53,5,1,6,20,4,7,18,1,46
"258","256XXX","Apelido134","Aberto","Atrasado","Busca e Apreensão","2017-03-29",5,3,4,4,13,32,1,4,17,1,5,3,19,1,1,10,8,1,8,6,10,1,5,6,2,10,8,99,59,5,1,4,16,3,4,13,2,49
"259","257XXX","Apelido135","Aberto","Atrasado","Busca e Apreensão","2019-04-20",3,1,5,1,16,40,1,3,12,1,1,9,18,4,5,6,10,5,8,10,8,5,7,4,3,9,6,94,57,4,3,5,16,1,2,14,2,35
"260","258XXX","Apelido136","Aberto","Atrasado","Busca e Apreensão","2019-07-19",3,5,3,6,14,22,4,6,20,5,4,6,13,3,3,7,9,2,6,8,16,2,4,2,4,6,8,85,70,5,4,9,14,2,9,17,1,35
"261","259XXX","Apelido137","Aberto","Atrasado","Busca e Apreensão","2019-05-15",5,2,4,5,20,27,4,4,16,1,3,8,13,1,3,9,5,2,2,4,11,2,8,3,3,8,10,96,53,1,3,5,14,1,8,18,1,51
"262","260XXX","Apelido138","Aberto","Atrasado","Busca e Apreensão","2018-12-24",0,2,1,5,10,39,3,3,12,3,3,9,13,2,1,7,3,3,4,3,9,4,5,7,4,2,10,92,69,2,1,7,11,4,6,18,1,40
"263","261XXX","Apelido139","Aberto","Atrasado","Busca e Apreensão","2019-03-04",0,5,1,7,16,38,2,6,12,5,3,9,15,5,1,8,7,3,4,8,9,1,10,10,3,5,8,96,50,1,1,10,11,5,9,18,2,46
"264","262XXX","Apelido140","Aberto","Atrasado","Busca e Apreensão","2019-12-21",3,1,3,5,18,24,5,5,12,2,1,8,20,4,3,10,5,5,5,7,13,4,5,8,2,10,6,103,68,4,4,6,10,1,7,12,3,47
"265","263XXX","Apelido141","Aberto","Atrasado","Busca e Apreensão","2018-05-03",0,1,2,1,17,25,1,6,11,5,4,5,19,2,3,8,5,4,10,6,12,4,10,4,4,3,8,102,63,3,1,6,20,3,8,10,1,50
"266","264XXX","Apelido142","Aberto","Atrasado","Busca e Apreensão","2018-07-10",2,2,1,6,18,29,3,2,20,2,4,7,13,2,1,9,5,1,10,2,14,1,4,7,3,3,5,94,50,1,1,2,18,2,3,16,4,42
"267","265XXX","Apelido143","Aberto","Atrasado","Busca e Apreensão","2018-01-08",2,4,2,7,14,28,2,3,12,3,3,5,19,4,1,5,5,3,2,4,17,4,4,3,3,2,3,100,70,4,4,8,11,4,8,17,4,43
"268","266XXX","Apelido144","Aberto","Atrasado","Busca e Apreensão","2019-12-25",5,5,2,1,19,28,5,6,11,2,5,9,18,4,1,5,2,4,8,6,8,2,10,10,5,10,7,101,53,3,3,3,10,1,9,15,5,50
"269","267XXX","Apelido145","Aberto","Atrasado","Busca e Apreensão","2017-10-12",1,2,5,2,12,39,2,1,13,1,1,10,13,5,4,7,6,2,9,8,18,5,6,10,1,10,3,93,63,4,3,10,10,1,3,19,5,39
"270","268XXX","Apelido146","Aberto","Atrasado","Busca e Apreensão","2018-01-28",1,2,1,7,16,24,1,6,12,2,1,10,11,4,1,9,2,4,6,7,8,2,5,4,3,10,4,85,64,2,2,9,17,5,7,12,4,51
"271","269XXX","Apelido147","Aberto","Atrasado","Busca e Apreensão","2019-06-01",2,2,1,5,15,37,3,6,12,1,1,3,11,1,4,7,10,4,6,6,8,1,5,3,3,9,3,96,57,3,4,5,17,1,10,12,1,47
"272","270XXX","Apelido148","Aberto","Atrasado","Busca e Apreensão","2019-12-28",3,2,4,6,13,32,1,2,11,3,5,8,11,5,4,5,10,3,10,7,17,4,8,2,1,5,5,99,58,4,2,10,14,4,9,11,2,51
"273","271XXX","Apelido149","Aberto","Atrasado","Busca e Apreensão","2018-01-19",2,3,4,1,13,31,4,3,17,4,2,6,13,1,2,7,10,1,7,2,13,2,4,5,3,4,9,87,60,4,3,9,16,1,8,17,1,45
"274","272XXX","Apelido150","Aberto","Atrasado","Busca e Apreensão","2018-02-21",5,4,1,7,19,25,3,5,11,3,1,7,14,1,3,9,2,5,5,4,8,2,10,7,5,8,7,103,68,5,3,6,17,2,9,14,3,51
"275","273XXX","Apelido151","Aberto","Atrasado","Busca e Apreensão","2017-02-14",2,1,4,6,18,32,1,7,19,2,1,6,12,3,3,8,9,3,9,10,11,2,3,6,3,8,9,104,67,1,3,7,15,5,8,19,2,43
"276","274XXX","Apelido152","Aberto","Atrasado","Busca e Apreensão","2017-08-27",0,1,1,5,15,30,2,1,13,1,4,7,16,3,5,9,9,1,2,4,16,2,6,5,4,8,6,88,54,4,1,8,16,4,8,15,5,48
"277","275XXX","Apelido153","Aberto","Atrasado","Busca e Apreensão","2018-10-08",5,3,3,1,15,38,3,6,18,1,3,6,15,5,3,5,5,1,9,8,8,1,7,6,1,2,8,89,58,5,1,3,14,1,6,12,5,42
"278","276XXX","Apelido154","Aberto","Atrasado","Busca e Apreensão","2017-07-08",5,4,5,6,16,40,1,6,16,1,1,10,11,2,1,7,6,2,10,3,14,1,8,8,1,10,6,104,63,2,2,6,15,1,9,17,5,51
"279","277XXX","Apelido155","Aberto","Atrasado","Busca e Apreensão","2019-12-25",3,1,5,3,16,26,5,7,20,1,2,3,17,3,4,8,10,4,6,8,8,3,5,4,4,8,10,105,58,2,4,5,19,4,4,13,4,35
"280","278XXX","Apelido156","Aberto","Atrasado","Busca e Apreensão","2017-01-30",5,2,5,7,15,39,4,4,11,1,1,3,11,3,1,8,4,3,3,6,11,5,7,7,1,7,7,94,60,2,5,5,14,1,4,17,1,48
"281","279XXX","Apelido157","Aberto","Atrasado","Busca e Apreensão","2017-08-25",5,4,2,2,12,23,1,1,12,1,3,5,20,5,5,5,9,3,2,2,11,4,9,9,5,7,8,104,70,4,1,10,18,1,4,17,1,48
"282","280XXX","Apelido158","Aberto","Atrasado","Busca e Apreensão","2017-03-31",2,3,2,1,10,31,1,6,18,4,3,9,13,2,3,2,7,2,10,4,17,1,2,6,1,2,9,101,53,3,1,8,15,4,2,19,2,48
"283","281XXX","Apelido159","Aberto","Atrasado","Busca e Apreensão","2017-11-05",1,1,5,2,17,39,2,3,16,3,4,9,16,4,1,4,2,5,10,6,10,1,7,7,2,5,4,90,59,3,3,8,11,3,9,20,5,38
"284","282XXX","Apelido160","Aberto","Atrasado","Busca e Apreensão","2018-05-16",3,1,4,5,17,28,4,7,17,5,1,5,17,1,2,9,6,1,9,7,11,1,7,2,5,3,7,97,52,5,5,9,18,2,5,18,2,44
"285","283XXX","Apelido161","Aberto","Atrasado","Busca e Apreensão","2018-03-18",3,2,3,1,19,33,5,1,19,5,1,6,19,4,4,4,7,2,5,2,10,1,7,5,5,7,7,98,70,4,1,9,20,3,9,15,3,40
"286","284XXX","Apelido162","Aberto","Atrasado","Busca e Apreensão","2017-05-28",2,4,2,7,12,30,3,5,13,1,4,4,12,1,3,10,6,3,2,2,17,5,9,8,2,8,4,98,59,2,3,2,11,1,2,17,3,41
"287","285XXX","Apelido163","Aberto","Atrasado","Busca e Apreensão","2018-03-26",3,1,4,2,12,36,1,1,15,5,5,6,14,5,1,7,6,4,10,2,17,4,2,6,3,9,3,85,63,1,1,3,14,4,9,17,2,40
"288","286XXX","Apelido164","Aberto","Atrasado","Busca e Apreensão","2018-10-17",5,5,1,2,10,32,5,7,10,5,1,5,18,3,2,10,9,2,5,6,14,4,8,7,5,6,5,87,66,1,4,3,12,1,7,11,4,35
"289","287XXX","Apelido165","Aberto","Atrasado","Busca e Apreensão","2019-01-27",2,1,4,6,14,35,4,1,13,5,5,10,14,1,1,3,6,1,5,8,15,1,5,4,5,8,2,92,52,2,2,2,10,3,6,18,5,37
"290","288XXX","Apelido166","Aberto","Atrasado","Busca e Apreensão","2019-12-28",0,3,2,1,19,31,1,6,19,2,5,6,20,1,3,10,3,3,5,10,14,1,8,4,2,5,2,85,65,2,1,10,18,1,2,14,3,50
"291","289XXX","Apelido167","Encerrado","Ok","Busca e Apreensão","2017-07-26",1,1,3,5,19,25,1,3,15,1,5,3,14,1,4,7,5,3,9,6,15,5,6,8,2,10,3,105,58,5,1,5,18,1,6,14,3,27
"292","290XXX","Apelido168","Encerrado","Ok","Busca e Apreensão","2018-08-14",0,3,1,4,20,40,5,7,17,5,2,6,17,1,4,10,3,5,8,9,15,1,8,4,2,3,3,92,52,1,1,5,10,2,10,13,2,34
"293","291XXX","Apelido169","Encerrado","Ok","Busca e Apreensão","2019-06-22",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","292XXX","Apelido170","Encerrado","Ok","Busca e Apreensão","2017-03-24",1,1,2,4,11,38,3,5,17,3,1,7,15,1,4,5,10,1,9,7,16,5,10,6,3,4,3,89,50,4,1,7,17,1,3,20,2,29
"295","293XXX","Apelido171","Encerrado","Ok","Busca e Apreensão","2018-11-04",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","294XXX","Apelido172","Encerrado","Ok","Busca e Apreensão","2019-08-14",3,5,3,3,10,30,5,5,10,1,3,10,10,1,1,3,3,4,3,2,17,3,7,3,4,9,5,89,63,5,5,4,11,5,9,15,1,22
"297","295XXX","Apelido173","Encerrado","Ok","Busca e Apreensão","2018-03-01",0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","296XXX","Apelido174","Encerrado","Ok","Busca e Apreensão","2018-07-27",1,4,1,5,13,22,4,1,12,1,2,6,20,5,3,9,3,1,7,9,16,5,7,10,4,8,2,105,65,5,4,6,17,1,7,16,2,40
"299","297XXX","Apelido175","Encerrado","Ok","Busca e Apreensão","2018-05-26",4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","298XXX","Apelido176","Encerrado","Alerta","Busca e Apreensão","2019-06-03",2,1,1,5,18,36,1,6,17,2,1,8,10,1,1,10,8,4,9,10,14,2,6,4,4,7,8,105,55,3,4,10,16,3,3,12,2,28
"301","299XXX","Apelido177","Encerrado","Alerta","Busca e Apreensão","2018-09-18",0,3,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","300XXX","Apelido178","Encerrado","Alerta","Busca e Apreensão","2019-08-21",5,1,4,3,14,31,2,2,12,1,4,4,20,3,1,8,2,2,3,9,18,1,6,5,2,10,9,93,63,5,2,10,17,4,7,20,1,24
"303","301XXX","Apelido179","Encerrado","Alerta","Busca e Apreensão","2018-04-04",1,5,1,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","302XXX","Apelido180","Encerrado","Alerta","Busca e Apreensão","2019-12-24",1,2,1,7,11,24,2,5,16,2,2,9,18,2,4,4,10,1,5,10,9,1,6,7,1,4,8,92,63,1,1,4,16,2,10,17,4,37
"305","303XXX","Apelido181","Encerrado","Alerta","Busca e Apreensão","2019-02-27",2,1,2,5,10,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","304XXX","Apelido182","Encerrado","Alerta","Busca e Apreensão","2019-06-03",5,3,3,5,10,34,5,6,20,1,4,2,10,2,3,2,5,2,6,8,14,1,6,4,2,3,2,102,62,3,4,7,14,4,10,10,5,27
"307","305XXX","Apelido183","Encerrado","Alerta","Busca e Apreensão","2019-08-17",2,3,1,4,10,22,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","306XXX","Apelido184","Encerrado","Alerta","Busca e Apreensão","2017-08-26",0,5,1,6,17,29,4,7,19,1,5,5,20,1,1,8,6,1,2,7,14,5,7,9,1,2,6,87,51,1,4,2,11,2,5,15,3,37
"309","307XXX","Apelido185","Encerrado","Alerta","Busca e Apreensão","2018-12-02",1,1,1,4,16,24,3,4,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","308XXX","Apelido186","Encerrado","Alerta","Busca e Apreensão","2018-12-12",1,3,5,6,12,37,5,5,18,3,1,4,15,1,1,3,8,2,9,2,12,1,8,3,1,8,3,94,51,5,3,5,12,5,6,18,2,28
"311","309XXX","Apelido187","Encerrado","Alerta","Busca e Apreensão","2017-10-26",2,1,5,2,19,27,3,3,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","310XXX","Apelido188","Encerrado","Alerta","Busca e Apreensão","2018-10-27",5,4,1,6,11,37,5,2,10,3,1,5,16,2,1,10,7,1,10,9,16,1,7,2,4,7,7,104,57,1,5,9,13,3,9,19,1,40
"313","311XXX","Apelido189","Encerrado","Alerta","Busca e Apreensão","2019-07-07",1,4,1,6,20,23,4,5,17,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","312XXX","Apelido190","Encerrado","Alerta","Busca e Apreensão","2017-10-08",4,1,2,7,11,24,1,7,20,5,3,9,14,3,4,3,8,3,8,2,14,1,5,10,1,5,2,100,58,2,5,3,19,4,4,10,3,24
"315","313XXX","Apelido191","Encerrado","Alerta","Busca e Apreensão","2017-10-18",5,1,2,3,10,31,3,7,13,2,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","314XXX","Apelido192","Encerrado","Alerta","Busca e Apreensão","2019-10-19",1,2,4,1,10,40,2,2,14,4,2,10,14,3,2,9,9,1,8,4,13,3,2,10,1,10,10,102,59,1,1,10,18,1,4,10,4,28
"317","315XXX","Apelido193","Encerrado","Alerta","Busca e Apreensão","2017-03-15",3,3,1,3,14,35,1,7,20,4,1,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","316XXX","Apelido194","Encerrado","Alerta","Busca e Apreensão","2017-05-24",2,5,4,4,19,26,2,2,19,1,1,9,19,2,2,3,9,2,3,5,9,2,2,8,1,4,10,102,54,1,3,2,19,3,10,14,3,40
"319","317XXX","Apelido195","Encerrado","Alerta","Busca e Apreensão","2017-08-04",4,1,1,7,16,26,1,5,16,4,4,4,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","318XXX","Apelido196","Encerrado","Alerta","Busca e Apreensão","2018-07-18",0,2,2,6,19,25,1,2,20,1,1,9,12,3,4,6,6,5,6,3,8,2,5,7,3,6,5,90,64,4,2,4,14,1,10,18,1,30
"321","319XXX","Apelido197","Encerrado","Alerta","Busca e Apreensão","2017-05-27",3,1,1,4,10,28,4,7,10,5,1,3,19,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","320XXX","Apelido198","Encerrado","Alerta","Busca e Apreensão","2019-09-27",2,1,1,4,12,23,1,4,18,1,2,6,12,2,5,4,4,5,5,5,9,5,6,8,3,2,2,90,62,1,1,10,20,4,2,10,1,30
"323","321XXX","Apelido199","Encerrado","Alerta","Busca e Apreensão","2018-02-02",2,3,3,6,15,33,2,3,16,3,1,2,14,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","322XXX","Apelido200","Encerrado","Alerta","Busca e Apreensão","2019-07-31",2,2,3,2,20,31,5,4,15,4,1,3,16,3,4,8,2,1,10,8,17,1,6,7,1,8,7,98,52,5,2,8,19,2,8,19,3,35
"325","323XXX","Apelido201","Encerrado","Alerta","Busca e Apreensão","2019-01-19",4,2,4,3,20,36,3,3,18,5,1,5,19,1,1,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","324XXX","Apelido202","Encerrado","Alerta","Busca e Apreensão","2019-07-20",4,2,1,5,20,37,1,5,17,2,1,5,19,1,1,2,3,1,9,4,9,2,10,7,1,8,5,87,51,5,2,2,11,2,5,16,1,24
"327","325XXX","Apelido203","Encerrado","Alerta","Busca e Apreensão","2019-11-27",4,5,3,6,15,35,1,1,19,1,2,5,18,2,2,9,9,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","326XXX","Apelido204","Encerrado","Alerta","Busca e Apreensão","2017-02-12",3,4,1,7,14,33,4,5,18,2,5,7,16,5,1,3,7,1,10,8,12,3,10,10,5,9,7,102,57,4,4,5,20,1,9,12,1,24
"329","327XXX","Apelido205","Encerrado","Alerta","Busca e Apreensão","2017-09-01",3,2,2,4,17,35,1,2,16,1,3,10,10,5,1,8,9,2,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","328XXX","Apelido206","Encerrado","Alerta","Busca e Apreensão","2017-01-11",5,5,5,6,12,28,5,4,20,3,3,4,13,3,3,4,6,2,6,6,16,5,8,10,3,10,8,95,51,1,3,4,14,1,7,11,3,33
"331","329XXX","Apelido207","Encerrado","Alerta","Busca e Apreensão","2019-03-21",1,1,5,1,19,25,4,1,11,3,5,9,18,4,4,7,10,1,7,6,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","330XXX","Apelido208","Encerrado","Alerta","Busca e Apreensão","2018-07-16",4,5,3,7,16,22,5,7,13,5,3,7,18,2,1,3,10,3,6,5,8,3,4,3,1,6,10,91,67,2,5,5,10,1,8,17,2,28
"333","331XXX","Apelido209","Encerrado","Alerta","Busca e Apreensão","2017-08-27",2,3,4,2,10,39,1,1,14,5,1,3,16,2,5,7,3,3,2,5,11,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
