"","Nº Processo","Apelido","Classificação","Status","Classe do Processo","Data Inicial","Recebimento, triagem e conclusão do processo","Despacho para notificação do Requerido","Expedição de notificação","Cumprimento da notificação","Oferecimento de manifestação por escrito","Decisão rejeição da ação ou recebimento pet. inicial","Expedição de intimação e/ou citação","Cumprimento da intimação e/ou citação","Contestação e/ou agravo de instrumento","Ato ordinatório (Réplica)","Expedição de intimação","Cumprimento da intimação","Réplica","Ato ordinatório (Provas)","Expedição de intimação (Requerente)","Cumprimento  da intimação","Provas","Expedição de intimação (Requerido)","Cumprimento da intimação","Provas","Decisão saneamento","Expedição de intimação (Requerente)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Expedição de intimação (Requerido)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Prova pericial","Prova oral (audiência de instrução e julgamento)","Ato ordinário (Alegações finais)","Expedição de intimação (Requerente)","Cumprimento da intimação","Alegações finais","Expedição de intimação (Requerido)","Cumprimento da intimação","Alegações finais","Recebimento e conclusão do processo","Sentença"
"226","348XXX","Apelido226","Encerrado","Alerta","Busca e Apreensão","2018-08-14",2,1,2,4,20,31,3,2,17,1,1,9,13,0,2,7,2,5,3,3,10,0,3,6,0,2,4,96,57,2,4,8,17,5,4,11,2,36
"227","349XXX","Apelido227","Encerrado","Alerta","Busca e Apreensão","2018-09-12",0,3,0,3,17,25,0,3,13,1,3,4,20,2,3,5,5,0,3,4,16,2,7,3,4,10,2,87,60,3,0,7,15,0,0,0,0,0
"228","350XXX","Apelido228","Encerrado","Alerta","Busca e Apreensão","2019-11-19",4,4,5,7,16,37,2,4,16,3,5,10,20,4,1,7,6,1,9,3,11,5,5,8,1,3,5,102,67,5,0,3,12,5,5,12,5,29
"229","351XXX","Apelido229","Encerrado","Alerta","Busca e Apreensão","2017-10-07",3,0,2,3,17,28,2,2,12,2,3,3,19,5,0,4,8,5,5,2,14,3,10,3,2,3,4,91,61,4,0,5,19,1,0,0,0,0
"230","352XXX","Apelido230","Encerrado","Alerta","Busca e Apreensão","2019-12-03",2,4,1,3,16,24,1,4,10,3,2,3,10,1,5,5,2,0,6,2,15,4,3,6,5,8,4,88,67,3,5,4,14,5,2,13,2,23
"231","353XXX","Apelido231","Encerrado","Alerta","Busca e Apreensão","2018-06-21",5,4,5,1,16,29,5,4,19,3,0,2,14,3,2,10,10,2,3,5,13,5,8,8,2,10,4,85,62,3,2,10,10,3,7,0,0,0
"232","354XXX","Apelido232","Encerrado","Alerta","Busca e Apreensão","2018-01-27",1,5,2,2,11,27,2,7,16,4,0,6,19,2,4,9,8,5,3,6,18,1,4,7,4,2,8,92,58,2,0,9,19,0,3,18,4,27
"233","355XXX","Apelido233","Encerrado","Alerta","Busca e Apreensão","2017-03-10",5,2,2,7,18,31,0,3,13,3,4,2,20,3,2,7,10,4,4,10,16,3,6,3,2,8,3,100,58,0,2,9,20,5,9,18,0,0
"234","356XXX","Apelido234","Encerrado","Alerta","Busca e Apreensão","2017-11-27",1,5,4,2,15,26,4,2,11,3,1,6,19,3,1,7,7,2,6,8,16,5,7,2,3,2,7,86,53,4,4,7,18,1,5,17,3,26
"235","357XXX","Apelido235","Encerrado","Alerta","Busca e Apreensão","2017-01-02",4,4,4,2,20,23,3,1,12,1,4,10,10,5,4,2,6,2,6,5,18,1,4,4,3,10,5,86,52,5,4,2,10,0,8,16,2,0
"236","358XXX","Apelido236","Encerrado","Alerta","Busca e Apreensão","2019-05-23",0,1,3,6,12,36,1,3,15,2,2,7,13,0,4,2,8,5,2,2,15,2,5,7,3,3,5,86,61,4,1,10,15,4,6,20,0,35
"237","359XXX","Apelido237","Encerrado","Alerta","Busca e Apreensão","2019-09-19",0,3,3,6,13,34,5,5,18,3,0,10,20,2,4,6,6,1,2,9,16,0,5,4,5,7,10,99,51,0,2,4,13,1,8,17,5,29
"238","360XXX","Apelido238","Encerrado","Alerta","Busca e Apreensão","2019-06-15",2,4,3,2,18,28,0,7,19,3,0,3,10,4,2,6,8,5,2,6,10,1,8,7,1,2,7,96,65,4,1,2,16,2,2,12,5,28
"239","361XXX","Apelido239","Encerrado","Alerta","Busca e Apreensão","2017-05-11",3,3,1,3,12,24,5,5,11,0,1,9,17,1,5,10,3,5,3,9,8,2,6,6,2,10,10,92,66,0,1,8,12,2,3,15,5,26
"240","362XXX","Apelido240","Encerrado","Alerta","Busca e Apreensão","2018-11-27",0,3,3,1,12,37,3,2,17,4,4,4,17,2,2,10,6,3,2,7,18,2,10,8,0,4,7,96,69,0,4,8,19,3,7,11,5,31
"241","363XXX","Apelido241","Encerrado","Alerta","Busca e Apreensão","2018-02-22",2,1,3,3,18,27,2,2,20,3,1,6,13,5,0,3,10,3,4,8,16,4,7,8,3,5,9,95,61,2,0,6,15,4,7,16,3,37
"242","364XXX","Apelido242","Encerrado","Alerta","Busca e Apreensão","2017-12-29",2,5,5,1,16,30,3,3,15,5,2,5,20,2,0,2,2,5,9,7,12,3,8,6,4,3,2,93,51,1,3,3,18,0,10,18,0,32
"243","365XXX","Apelido243","Encerrado","Alerta","Busca e Apreensão","2018-10-08",1,0,3,1,12,32,5,3,12,0,2,6,18,3,1,6,5,1,7,2,12,2,10,4,5,6,3,95,57,1,5,7,10,5,8,17,3,26
"244","366XXX","Apelido244","Encerrado","Alerta","Busca e Apreensão","2017-12-02",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","367XXX","Apelido245","Encerrado","Alerta","Busca e Apreensão","2019-08-25",3,4,2,5,18,31,5,2,14,1,0,3,17,1,4,8,4,5,3,5,9,3,9,10,1,3,6,89,52,3,1,6,11,2,2,12,1,35
"246","368XXX","Apelido246","Encerrado","Alerta","Busca e Apreensão","2018-05-19",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","369XXX","Apelido247","Encerrado","Alerta","Busca e Apreensão","2019-11-30",2,5,1,6,15,38,5,6,12,4,0,3,13,5,4,9,3,0,9,8,11,3,10,3,5,4,2,90,59,0,1,10,20,2,6,20,2,27
"248","370XXX","Apelido248","Encerrado","Alerta","Busca e Apreensão","2017-03-22",4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","371XXX","Apelido249","Encerrado","Alerta","Busca e Apreensão","2018-03-12",3,4,2,3,10,27,4,6,19,4,5,8,12,5,2,2,4,3,2,2,14,4,5,10,0,5,5,94,58,5,4,8,13,3,8,18,2,24
"250","372XXX","Apelido250","Encerrado","Alerta","Busca e Apreensão","2018-02-10",1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","373XXX","Apelido251","Encerrado","Alerta","Busca e Apreensão","2018-05-20",4,1,3,1,17,39,5,3,13,0,1,9,10,2,1,10,10,1,2,5,15,1,4,5,0,10,3,97,59,4,4,6,17,1,2,14,3,37
"252","374XXX","Apelido252","Encerrado","Alerta","Busca e Apreensão","2018-04-22",5,1,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","375XXX","Apelido253","Encerrado","Atrasado","Busca e Apreensão","2017-03-29",0,5,2,2,20,32,3,1,12,2,5,10,14,2,1,7,7,5,3,2,18,2,5,6,1,2,4,102,66,3,0,10,17,3,7,11,2,22
"254","376XXX","Apelido254","Encerrado","Atrasado","Busca e Apreensão","2018-12-13",2,2,2,5,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","377XXX","Apelido255","Encerrado","Atrasado","Busca e Apreensão","2017-07-15",0,0,4,7,19,36,4,2,19,4,0,2,15,2,0,7,5,5,3,8,10,5,10,6,2,9,3,102,54,0,4,6,18,0,6,15,5,38
"256","378XXX","Apelido256","Encerrado","Atrasado","Busca e Apreensão","2019-08-31",2,1,3,1,20,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257","379XXX","Apelido257","Encerrado","Atrasado","Busca e Apreensão","2018-09-10",2,3,4,2,16,25,1,3,20,0,4,9,20,4,5,10,2,1,6,2,8,0,3,3,3,9,6,96,54,1,1,3,10,0,3,20,5,33
"258","380XXX","Apelido258","Encerrado","Atrasado","Busca e Apreensão","2018-08-31",2,2,3,2,12,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","381XXX","Apelido259","Encerrado","Atrasado","Busca e Apreensão","2019-08-21",1,4,0,3,15,29,0,4,10,2,2,10,14,5,3,9,6,1,4,8,8,3,9,3,1,4,4,85,60,3,2,8,16,2,3,12,4,38
"260","382XXX","Apelido260","Encerrado","Atrasado","Busca e Apreensão","2019-01-31",4,0,3,4,11,30,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","383XXX","Apelido261","Encerrado","Atrasado","Busca e Apreensão","2017-12-24",5,0,5,3,11,26,4,3,13,1,0,2,11,4,0,6,4,0,8,2,9,5,9,10,5,5,5,87,68,3,2,4,14,3,7,15,1,25
"262","384XXX","Apelido262","Encerrado","Atrasado","Busca e Apreensão","2019-07-10",2,4,3,7,11,22,0,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","385XXX","Apelido263","Encerrado","Atrasado","Busca e Apreensão","2017-04-08",4,4,2,3,17,35,5,3,12,4,3,3,20,0,4,8,3,3,5,7,16,2,3,4,5,4,6,98,65,5,4,5,12,2,10,10,4,25
"264","386XXX","Apelido264","Encerrado","Atrasado","Busca e Apreensão","2017-01-12",1,5,4,3,20,24,5,6,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","387XXX","Apelido265","Encerrado","Atrasado","Busca e Apreensão","2018-09-21",1,5,5,7,17,25,2,5,17,1,4,7,14,2,4,6,8,5,7,3,16,3,8,4,2,2,9,99,56,1,0,4,12,1,8,13,2,32
"266","388XXX","Apelido266","Encerrado","Atrasado","Busca e Apreensão","2017-10-10",5,5,4,6,10,35,5,5,12,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","389XXX","Apelido267","Encerrado","Atrasado","Busca e Apreensão","2017-07-02",1,1,4,3,15,26,2,1,20,2,5,2,16,3,3,3,4,5,8,9,12,0,2,9,1,4,2,91,63,4,0,7,16,1,4,13,3,34
"268","390XXX","Apelido268","Encerrado","Atrasado","Busca e Apreensão","2018-03-22",1,2,5,1,19,28,0,3,11,3,4,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","391XXX","Apelido269","Encerrado","Atrasado","Busca e Apreensão","2017-01-02",0,5,2,3,14,37,0,4,17,4,1,4,14,3,0,3,9,0,4,3,10,0,3,7,1,7,10,99,65,0,2,7,14,5,3,19,4,28
"270","392XXX","Apelido270","Encerrado","Atrasado","Busca e Apreensão","2017-04-05",4,1,1,6,11,37,5,7,17,2,3,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","393XXX","Apelido271","Encerrado","Atrasado","Busca e Apreensão","2019-09-09",0,0,1,1,10,24,4,7,16,0,5,4,18,4,3,4,6,5,2,3,14,1,2,3,1,3,5,103,59,3,4,3,13,0,2,15,2,31
"272","394XXX","Apelido272","Encerrado","Atrasado","Busca e Apreensão","2018-08-07",1,4,1,4,12,23,4,2,10,2,1,6,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","395XXX","Apelido273","Encerrado","Atrasado","Busca e Apreensão","2018-06-01",2,1,5,3,11,33,2,2,10,3,4,4,18,3,4,8,8,5,8,4,15,2,7,10,4,6,8,86,56,4,0,9,17,0,8,17,3,33
"274","396XXX","Apelido274","Encerrado","Atrasado","Busca e Apreensão","2019-06-09",5,5,1,6,15,37,0,1,14,0,0,9,17,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","397XXX","Apelido275","Encerrado","Atrasado","Busca e Apreensão","2017-01-31",2,1,5,1,14,22,0,6,19,4,2,9,17,2,1,3,8,5,5,8,13,5,6,2,1,5,7,98,61,2,1,9,19,4,7,20,3,36
"276","398XXX","Apelido276","Encerrado","Atrasado","Busca e Apreensão","2019-09-08",2,2,3,2,16,34,5,7,14,0,0,7,18,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","399XXX","Apelido277","Encerrado","Atrasado","Busca e Apreensão","2019-02-08",0,2,1,1,16,23,4,6,15,5,2,7,10,4,4,5,6,4,3,8,16,3,10,5,5,6,5,94,53,2,5,2,15,5,6,20,0,30
"278","400XXX","Apelido278","Encerrado","Atrasado","Busca e Apreensão","2017-09-15",5,4,4,3,20,37,2,5,15,1,5,4,17,2,2,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","401XXX","Apelido279","Encerrado","Atrasado","Busca e Apreensão","2019-12-06",4,0,5,6,15,25,4,2,18,5,0,4,16,5,4,2,3,4,8,7,14,2,5,9,2,3,9,95,68,1,0,2,10,3,4,10,1,40
"280","402XXX","Apelido280","Encerrado","Atrasado","Busca e Apreensão","2017-07-31",2,3,0,3,16,22,4,6,10,0,5,8,19,2,1,7,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","403XXX","Apelido281","Encerrado","Atrasado","Busca e Apreensão","2017-04-17",2,5,3,6,11,34,2,2,20,1,0,2,18,2,4,2,8,3,2,9,9,3,8,5,4,2,3,96,55,1,0,8,12,5,2,11,0,34
"282","404XXX","Apelido282","Encerrado","Atrasado","Busca e Apreensão","2019-02-13",2,3,2,2,14,33,4,6,17,5,0,2,14,3,5,10,3,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","405XXX","Apelido283","Encerrado","Atrasado","Busca e Apreensão","2019-06-11",5,2,2,5,19,37,5,6,16,3,3,8,16,1,4,5,4,2,6,7,12,3,3,3,4,7,4,88,58,2,5,5,14,5,7,11,2,22
"284","406XXX","Apelido284","Encerrado","Atrasado","Busca e Apreensão","2019-10-01",3,0,2,3,10,33,0,5,12,2,1,7,19,0,1,2,6,0,6,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","407XXX","Apelido285","Encerrado","Atrasado","Busca e Apreensão","2019-03-11",3,4,2,4,17,30,5,7,10,0,2,9,15,3,1,9,3,1,5,7,13,2,5,6,0,3,9,85,57,0,4,6,11,2,6,12,5,26
"286","408XXX","Apelido286","Encerrado","Atrasado","Busca e Apreensão","2017-12-01",3,1,1,7,17,25,3,2,13,4,5,2,14,4,4,6,5,0,3,3,15,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","409XXX","Apelido287","Encerrado","Atrasado","Busca e Apreensão","2018-04-11",1,4,0,2,13,36,2,6,19,2,4,5,15,4,4,9,4,5,8,5,14,4,4,3,3,7,6,86,70,2,5,3,13,0,5,17,3,39
"288","410XXX","Apelido288","Encerrado","Atrasado","Busca e Apreensão","2018-10-15",2,4,3,2,15,34,4,1,14,3,0,4,10,3,4,6,3,3,10,8,10,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","411XXX","Apelido289","Encerrado","Atrasado","Busca e Apreensão","2019-07-04",1,3,4,4,18,29,0,1,10,4,3,2,15,0,3,9,3,2,9,2,9,4,6,6,3,10,3,101,68,0,0,8,11,5,5,20,0,40
"290","412XXX","Apelido290","Encerrado","Atrasado","Busca e Apreensão","2019-11-01",0,5,4,6,11,28,5,1,17,5,2,5,19,0,4,8,4,2,9,5,13,1,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","413XXX","Apelido291","Encerrado","Atrasado","Busca e Apreensão","2017-04-11",0,5,0,5,12,30,3,4,16,3,0,6,11,4,3,8,2,4,6,10,15,2,2,8,5,4,9,94,57,0,0,2,13,2,8,19,3,27
"292","414XXX","Apelido292","Encerrado","Atrasado","Busca e Apreensão","2018-02-02",1,5,5,7,17,24,3,2,14,5,5,3,10,5,4,6,2,4,5,8,17,1,9,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0
"293","415XXX","Apelido293","Encerrado","Atrasado","Busca e Apreensão","2017-11-06",2,3,2,6,19,30,3,5,13,4,3,8,19,1,2,9,3,1,8,7,17,3,5,5,3,8,10,105,62,2,1,7,10,3,4,17,3,31
"294","416XXX","Apelido294","Encerrado","Atrasado","Busca e Apreensão","2017-02-17",3,0,2,2,16,24,5,5,20,3,0,8,11,5,0,3,2,3,2,6,16,5,5,9,5,8,8,0,0,0,0,0,0,0,0,0,0,0
"295","417XXX","Apelido295","Encerrado","Atrasado","Busca e Apreensão","2018-08-08",4,1,0,3,13,26,3,7,10,0,3,10,19,2,4,6,9,5,3,9,11,1,4,10,1,8,10,87,64,1,5,6,18,5,8,19,5,39
"296","418XXX","Apelido296","Encerrado","Atrasado","Busca e Apreensão","2018-09-24",2,3,1,7,14,23,3,7,19,3,1,6,13,4,0,5,8,4,7,6,15,0,6,3,3,3,3,88,0,0,0,0,0,0,0,0,0,0
"297","419XXX","Apelido297","Encerrado","Atrasado","Busca e Apreensão","2019-07-25",0,4,5,1,13,40,0,7,11,0,4,3,12,0,5,2,10,1,3,4,16,0,2,9,5,10,3,85,69,2,5,8,12,5,3,20,3,29
"298","420XXX","Apelido298","Encerrado","Atrasado","Busca e Apreensão","2018-07-18",2,0,5,1,19,31,1,2,16,5,1,9,19,5,0,4,8,3,8,2,18,2,4,10,1,5,9,105,70,0,0,0,0,0,0,0,0,0
"299","421XXX","Apelido299","Encerrado","Atrasado","Busca e Apreensão","2019-04-20",5,0,2,1,20,32,5,4,18,0,0,4,13,1,4,4,4,4,9,3,12,4,7,9,2,3,3,101,53,2,0,8,16,5,4,18,5,28
"300","422XXX","Apelido300","Encerrado","Atrasado","Busca e Apreensão","2018-10-26",0,5,2,7,17,39,2,1,20,0,4,10,18,5,3,4,7,3,6,4,13,5,4,3,5,10,3,102,58,0,0,0,0,0,0,0,0,0
"301","423XXX","Apelido301","Encerrado","Atrasado","Busca e Apreensão","2018-04-01",2,5,4,2,12,22,2,1,11,5,2,6,10,4,2,3,4,2,2,9,11,4,10,5,0,6,5,99,52,4,1,9,18,5,4,16,3,38
"302","424XXX","Apelido302","Encerrado","Atrasado","Busca e Apreensão","2019-06-06",0,5,0,7,13,29,2,3,16,1,5,2,19,4,4,4,10,5,9,6,10,2,4,8,2,4,4,103,55,2,4,0,0,0,0,0,0,0
"303","425XXX","Apelido303","Encerrado","Atrasado","Busca e Apreensão","2019-10-01",5,3,2,3,14,36,0,5,18,2,5,8,11,1,1,2,5,2,7,2,17,4,6,7,0,6,2,86,50,3,1,4,20,3,9,15,2,34
"304","426XXX","Apelido304","Encerrado","Atrasado","Busca e Apreensão","2019-10-24",3,3,3,3,11,34,1,1,15,5,0,6,15,0,2,8,10,5,6,6,14,5,5,7,4,7,2,85,62,3,2,10,0,0,0,0,0,0
"305","427XXX","Apelido305","Encerrado","Atrasado","Busca e Apreensão","2018-08-02",2,2,4,5,16,40,0,1,11,1,5,7,19,2,0,3,6,3,4,6,17,3,4,7,1,5,8,91,59,1,3,7,11,3,3,13,5,35
"306","428XXX","Apelido306","Encerrado","Atrasado","Busca e Apreensão","2019-09-11",0,0,4,7,11,39,4,3,11,2,4,2,11,1,3,2,10,5,8,10,12,1,3,3,4,5,6,85,52,0,2,3,14,0,0,0,0,0
"307","429XXX","Apelido307","Encerrado","Atrasado","Busca e Apreensão","2017-03-20",4,1,2,6,18,26,2,2,16,5,2,6,17,1,1,6,6,2,3,6,11,5,8,4,5,5,8,94,62,3,4,9,16,4,5,19,4,27
"308","430XXX","Apelido308","Encerrado","Atrasado","Busca e Apreensão","2019-01-05",3,0,0,1,11,26,5,5,18,4,2,3,15,0,1,10,9,5,10,8,12,2,8,7,0,4,7,95,61,3,2,9,12,0,0,0,0,0
"309","431XXX","Apelido309","Encerrado","Atrasado","Busca e Apreensão","2019-06-21",0,2,5,6,11,40,0,2,17,2,3,7,15,3,5,2,3,2,8,2,15,3,5,2,0,2,5,98,51,3,0,5,15,0,5,12,2,37
"310","432XXX","Apelido310","Encerrado","Atrasado","Busca e Apreensão","2019-11-23",2,3,1,1,14,31,2,4,11,0,4,10,18,0,5,5,8,0,4,4,16,0,5,7,2,10,5,100,53,4,3,10,13,1,5,0,0,0
"311","433XXX","Apelido311","Encerrado","Atrasado","Busca e Apreensão","2018-11-09",3,4,3,4,20,38,5,1,17,3,5,4,11,0,5,8,10,4,7,8,12,3,7,10,3,8,2,89,52,0,0,8,16,1,2,19,2,37
"312","434XXX","Apelido312","Encerrado","Atrasado","Busca e Apreensão","2019-01-08",2,2,2,7,14,31,5,6,12,0,4,6,10,5,3,3,8,3,5,10,12,5,3,2,0,3,5,86,68,2,1,2,12,1,5,11,0,0
"313","435XXX","Apelido313","Encerrado","Atrasado","Busca e Apreensão","2019-06-26",1,4,4,3,14,33,5,1,15,5,0,8,17,4,1,3,6,4,7,7,11,4,8,5,5,8,2,92,57,2,4,6,19,5,3,20,3,30
"314","436XXX","Apelido314","Encerrado","Atrasado","Busca e Apreensão","2017-12-06",3,2,1,5,13,32,0,7,17,0,4,3,13,4,0,8,8,2,6,7,16,4,9,9,2,3,2,102,55,4,4,2,16,1,2,20,5,0
"315","437XXX","Apelido315","Encerrado","Atrasado","Busca e Apreensão","2019-03-28",5,3,2,6,10,26,5,2,14,1,0,4,20,3,3,9,9,5,6,6,14,2,10,9,1,10,10,101,51,5,0,9,17,0,3,20,4,36
"316","438XXX","Apelido316","Encerrado","Atrasado","Busca e Apreensão","2019-06-28",4,0,4,6,12,22,5,2,13,4,0,6,11,1,1,5,7,0,7,6,16,0,10,10,4,4,7,102,54,2,4,2,18,3,7,12,1,22
"317","439XXX","Apelido317","Encerrado","Atrasado","Busca e Apreensão","2019-02-17",1,3,2,5,15,31,2,2,10,2,3,8,11,0,2,6,6,5,3,8,16,1,10,8,1,8,4,96,70,3,1,9,19,0,8,19,5,28
"318","440XXX","Apelido318","Encerrado","Atrasado","Busca e Apreensão","2017-09-17",2,1,1,4,10,36,3,1,11,3,4,4,10,4,0,2,10,2,2,6,18,4,10,5,1,10,6,101,68,3,1,4,13,1,9,10,1,27
"319","441XXX","Apelido319","Encerrado","Atrasado","Busca e Apreensão","2018-10-30",2,5,0,1,12,32,2,2,10,5,1,3,10,4,5,2,2,4,5,6,18,0,6,10,3,8,4,103,69,0,4,6,11,3,7,19,4,29
"320","442XXX","Apelido320","Encerrado","Atrasado","Busca e Apreensão","2017-11-28",1,3,2,5,17,22,1,2,11,5,1,4,18,3,5,6,6,4,9,9,15,2,10,7,4,8,2,101,61,1,1,10,14,0,8,12,2,40
"321","443XXX","Apelido321","Encerrado","Atrasado","Busca e Apreensão","2018-02-18",5,5,4,2,16,22,1,7,19,2,2,4,16,0,1,7,6,5,5,3,8,5,2,6,1,3,9,94,70,1,1,9,15,2,6,10,1,22
"322","444XXX","Apelido322","Encerrado","Atrasado","Busca e Apreensão","2018-10-31",0,4,2,4,13,30,2,1,19,1,0,5,10,2,3,6,9,1,7,4,10,5,8,9,4,8,2,105,56,0,5,10,19,2,2,14,5,36
"323","445XXX","Apelido323","Encerrado","Atrasado","Busca e Apreensão","2017-08-30",3,5,0,1,14,23,4,3,10,0,1,3,11,5,4,4,5,3,5,4,10,2,2,8,1,3,8,105,56,5,3,6,18,2,9,12,1,24
"324","446XXX","Apelido324","Encerrado","Atrasado","Busca e Apreensão","2018-03-12",3,4,2,2,19,33,2,5,11,0,5,7,12,3,1,4,9,0,2,4,11,0,4,2,4,2,5,100,50,1,3,9,19,1,10,18,4,35
"325","447XXX","Apelido325","Encerrado","Atrasado","Busca e Apreensão","2017-02-07",3,0,0,2,17,31,2,7,11,5,5,9,20,1,2,10,6,4,7,2,14,2,10,5,4,5,6,90,50,1,0,8,16,5,2,10,3,30
"326","448XXX","Apelido326","Encerrado","Atrasado","Busca e Apreensão","2017-08-17",4,2,3,4,17,23,5,1,11,0,3,4,15,3,1,7,8,5,9,6,11,4,5,9,3,2,8,102,65,0,3,8,17,3,5,16,0,33
"327","449XXX","Apelido327","Encerrado","Atrasado","Busca e Apreensão","2017-02-20",4,3,2,4,19,30,5,7,14,3,4,9,13,0,4,8,7,4,8,2,14,5,4,7,3,7,7,98,50,4,5,6,12,3,10,18,4,31
"328","450XXX","Apelido328","Encerrado","Atrasado","Busca e Apreensão","2019-02-18",0,2,1,6,20,25,5,3,20,3,1,9,13,4,2,3,6,4,8,2,10,5,3,10,3,10,10,95,63,5,4,4,13,1,2,17,1,32
"329","451XXX","Apelido329","Encerrado","Atrasado","Busca e Apreensão","2018-09-17",5,4,5,2,10,36,3,2,18,1,5,8,13,3,3,5,2,0,6,3,18,3,2,2,3,8,5,95,62,5,4,5,15,4,10,16,4,28
"330","452XXX","Apelido330","Encerrado","Atrasado","Busca e Apreensão","2018-08-28",1,3,0,6,11,31,0,6,14,3,5,8,11,2,5,9,6,1,6,3,10,4,4,9,3,2,3,101,58,3,3,9,11,3,8,10,1,39
"331","453XXX","Apelido331","Encerrado","Atrasado","Busca e Apreensão","2019-10-11",5,0,4,1,17,31,4,7,13,2,1,3,13,3,2,7,3,2,2,10,16,2,10,2,0,10,10,90,56,3,0,8,17,3,3,16,4,31
"332","454XXX","Apelido332","Encerrado","Atrasado","Busca e Apreensão","2019-04-12",0,5,2,3,12,23,0,2,16,2,5,7,19,4,5,4,9,5,7,4,9,3,3,2,5,4,4,85,58,2,1,6,10,1,5,15,0,27
"333","455XXX","Apelido333","Encerrado","Alerta","Busca e Apreensão","2017-10-24",4,3,2,6,17,31,0,5,17,1,4,8,12,4,0,8,7,0,5,10,17,1,4,3,4,6,2,91,51,1,2,9,19,5,8,19,5,26
"334","456XXX","Apelido334","Aberto","Ok","Ação Popular","2018-10-24",2,1,0,6,10,40,1,7,13,0,4,8,11,1,3,5,2,2,10,9,10,2,10,10,1,10,8,85,67,5,0,10,11,4,4,15,5,23
"335","457XXX","Apelido335","Aberto","Alerta","Ação Popular","2019-10-24",0,4,0,6,16,26,3,2,20,1,4,6,20,1,2,10,5,4,9,8,11,2,10,7,4,2,8,94,54,1,2,3,16,3,8,13,5,27
"336","458XXX","Apelido336","Aberto","Ok","Ação Popular","2019-08-05",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","459XXX","Apelido337","Aberto","Atrasado","Ação Popular","2018-09-20",1,2,4,5,13,31,0,6,16,3,0,6,14,5,1,7,10,3,4,3,15,0,6,4,5,6,5,96,54,0,0,2,11,5,6,13,1,37
"338","460XXX","Apelido338","Aberto","Ok","Ação Popular","2019-04-14",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
